Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	positive	negative	neutral	sentiment_score	label	Trades/sec	Trigger	Exchange	DailyHigh($)	DailyHigh(%)	FinBERTCompletedAt	body_sentiment	BodyCompletedAt	body_duration_ms
SPAI	"[""SPAI""]"	nGNX2j9HhY	2026-05-04 08:04:00	Safe Pro Launches New Growth Team Led by Brian Mack as Chief Growth Officer and Benjamin Chitty as VP of Government Growth	Globe Newswire	12.96	0.1657	0.0127	0.8216	0.153	positive	0.0019630938358853	NO:sentiment_score	NASDAQ	4.52	0.44				
CADL	"[""CADL""]"	nGNX2lVD92	2026-05-04 08:05:00	Candel Therapeutics to Host Investor Conference Call Following Presentation of Extended Data from Phase 3 Trial of Aglatimagene Besadenovec in Localized Prostate Cancer at the American Urological Association 2026 Annual Meeting	Globe Newswire	58.86	0.2907	0.028	0.6813	0.2627	positive	0.0437956204379562	YES	NASDAQ	7.59	16.77				
CRE	"[""CRE""]"	nACSzrwjna	2026-05-04 08:09:13	Critical Elements' 10,000-Metre Drill Program at Rose West Continues to Deliver Positive Results	ACCESSWIRE	1.1	0.9349	0.0208	0.0443	0.9142	positive	0.525	YES							
EZRA	"[""EZRA""]"	nGNX3H9Qmb	2026-05-04 08:17:00	Reliance Global Group Completes Transformative Investment in Late-Stage Radiopharmaceutical Innovator Innervate Through EZRA’s Biotech Division	Globe Newswire	7.47	0.6214	0.0098	0.3688	0.6117	positive	0.3739130434782609	YES	NASDAQ	8.33	20.72				
QNC	"[""QNC""]"	nNFC155Mh	2026-05-04 08:28:44	Quantum eMotion Announces Launch and Availability of eShield-Q, a Runtime Cryptographic Protection Platform for the AI and Quantum Era	Newsfile Corp	212.03	0.2898	0.0107	0.6996	0.2791	positive	0.0017488632388947	YES	NYSE American	2.85	2.15				
DFDV	"[""DFDV""]"	nGNX42hXml	2026-05-04 08:30:00	DeFi Development Corp. Launches $200 Million At-The-Market Facility (ATM) to Buy More SOL	Globe Newswire	20.89	0.4494	0.0159	0.5348	0.4335	positive	0.0149988282165455	YES	NASDAQ	4.66	5.43				
BRFH	"[""BRFH""]"	nGNX5JSBrF	2026-05-04 08:30:00	Barfresh to Present at the LD Micro Invitational XVI	Globe Newswire	6.35	0.1627	0.0253	0.812	0.1375	positive		NO:sentiment_score,Trades/sec	NASDAQ	2.53	0.0				
GLOO	"[""GLOO""]"	nBw9hZBwza	2026-05-04 08:30:00	Gloo Completes Acquisition of EnterpriseMarketdesk (EMD) Bringing AI-enabled Workday Services and Expertise to the Gloo Platform	Business Wire	5.2	0.7383	0.0082	0.2534	0.7301	positive	0.0024617067833698	YES	NASDAQ	7.5	6.69				
AGPU	"[""AGPU""]"	nGNXgSmV5	2026-05-04 08:30:00	Axe Compute Inc. (NASDAQ: AGPU) CEO Chris Miglino to Appear on Schwab Network May 4 and Cheddar May 6	Globe Newswire	3.87	0.0661	0.0509	0.883	0.0152	neutral	0.0311244979919678	NO:sentiment_score	NASDAQ	5.73	4.75				
ABEO	"[""ABEO""]"	nGNXbQFnr1	2026-05-04 08:30:00	Abeona Therapeutics® Announces Date of First Quarter Financial Results	Globe Newswire	48.32	0.1911	0.1289	0.68	0.0622	positive	0.000876347384103	NO:sentiment_score	NASDAQ	6.13	12.89				
FBLG	"[""FBLG""]"	nGNX9nmdqt	2026-05-04 08:30:00	FibroBiologics Announces Release of CYWC628 Drug Product for Phase 1/2 Diabetic Foot Ulcer Clinical Trial	Globe Newswire	2.93	0.3372	0.0337	0.6291	0.3035	positive		NO:Trades/sec	NASDAQ	1.7	23.19				
REFR	"[""REFR""]"	nGNX2Pgs0W	2026-05-04 08:30:00	RESEARCH FRONTIERS TO HOST FIRST QUARTER 2026 CONFERENCE CALL	Globe Newswire	27.11	0.1093	0.0231	0.8676	0.0862	positive		NO:sentiment_score,Trades/sec	NASDAQ	0.94	4.44				
SATL	"[""SATL""]"	nGNXbpG58y	2026-05-04 08:30:00	Satellogic Expands Global Sales Force with Senior Defense and Intelligence Industry Veterans	Globe Newswire	92.61	0.5532	0.0111	0.4357	0.5421	positive		NO:Trades/sec	NASDAQ	7.38	3.22				
FBIO	"[""FBIO""]"	nGNX61gFgZ	2026-05-04 08:30:00	Fortress Biotech to Participate in the H.C. Wainwright 2nd Annual Royalty Company Virtual Conference	Globe Newswire	24.68	0.2369	0.0159	0.7472	0.221	positive		NO:Trades/sec	NASDAQ	2.42	4.76				
NNVC	"[""NNVC""]"	nACSPjjC9a	2026-05-04 08:30:00	NV-387 for The Treatment of Measles is Granted Orphan Drug Designation by The US FDA 	ACCESSWIRE	20.99	0.743	0.0308	0.2261	0.7122	positive	0.0038860103626943	YES	NYSE American	1.59	22.31				
NIVF	"[""NIVF""]"	nGNX55QBQp	2026-05-04 08:30:00	NewGen Provides Update on Fiscal Year 2025 Results and Strategic Progress	Globe Newswire	0.5685	0.0758	0.0291	0.895	0.0467	neutral		NO:sentiment_score,Trades/sec	NASDAQ	3.01	81.33				
ATOS	"[""ATOS""]"	nPn95gscNa	2026-05-04 08:30:00	Atossa Therapeutics Receives FDA Rare Pediatric Disease Designation for (Z)-Endoxifen for McCune-Albright Syndrome	PR Newswire	8.52	0.7026	0.0147	0.2827	0.6879	positive		NO:Trades/sec	NASDAQ	6.0	17.88				
NEOV	"[""NEOV""]"	nGNXbRh9gp	2026-05-04 08:30:00	NeoVolta Announces Timing of Third Quarter Fiscal 2026 Earnings Release and Conference Call	Globe Newswire	33.62	0.0574	0.0483	0.8943	0.0091	neutral		NO:sentiment_score,Trades/sec	NASDAQ	2.8	1.82				
JAGX	"[""JAGX""]"	nACSpcjSFa	2026-05-04 08:30:01	Jaguar Health Expands Neonorm Franchise with Introduction of Neonorm Dog for Companion Animal Gut Health	ACCESSWIRE	9.03	0.6733	0.0103	0.3164	0.6631	positive		NO:Trades/sec	NASDAQ	6.74	0.9				
DRIO	"[""DRIO""]"	nPn1zfbJKa	2026-05-04 08:30:04	DarioHealth to Report First Quarter 2026 Results on Wednesday, May 13, 2026	PR Newswire	5.81	0.059	0.0504	0.8905	0.0086	neutral		NO:sentiment_score,Trades/sec	NASDAQ	7.63	4.52				
SRI	"[""SRI""]"	nPn4Lkz8Ma	2026-05-04 08:30:05	Stoneridge, Inc. to Broadcast its First Quarter 2026 Conference Call on the Web	PR Newswire	27.13	0.0672	0.0167	0.9161	0.0505	positive		NO:sentiment_score,Trades/sec	NYSE	6.92	1.17				
QUBT	"[""QUBT""]"	nPn9tk41la	2026-05-04 08:30:06	Quantum Computing Inc. to Host First Quarter 2026 Shareholder Call on Monday, May 11, 2026	PR Newswire	196.93	0.0497	0.028	0.9223	0.0217	neutral		NO:sentiment_score,Trades/sec	NASDAQ	9.88	7.98				
KOPN	"[""KOPN""]"	nBw5LN8wLa	2026-05-04 08:31:00	Kopin Corporation to Host First Quarter 2026 Earnings Call on Tuesday, May 12, 2026 at 8:30 AM Eastern Time	Business Wire	170.2	0.0402	0.0237	0.936	0.0165	neutral	0.1142857142857142	NO:sentiment_score	NASDAQ	4.88	12.7				
DAIC	"[""DAIC""]"	nACSpXWgka	2026-05-04 08:31:00	Dot Ai to Host First Quarter 2026 Earnings Call on May 11 at 4:30 p.m. Eastern Time	ACCESSWIRE	23.33	0.0438	0.0321	0.9241	0.0117	neutral	0.000901645503043	NO:sentiment_score	NASDAQ	0.22	10.0				
NAGE	"[""NAGE""]"	nBw5p4qVya	2026-05-04 08:32:00	Niagen Bioscience Launches Niagen Plus Telehealth Platform, Unveiling At-Home Injection Kit Offering	Business Wire	52.94	0.2072	0.0106	0.7822	0.1965	positive	0.0039518253669552	NO:sentiment_score	NASDAQ	5.51	13.61				
ATLX	"[""ATLX""]"	nGNX4DNWvG	2026-05-04 08:35:00	Atlas Lithium Corporation to Present at the Precious Metals & Critical Minerals Virtual Investor Conference May 5th	Globe Newswire	19.17	0.1198	0.0245	0.8557	0.0954	positive	0.0097703957010258	NO:sentiment_score	NASDAQ	5.71	3.07				
GEMI	"[""GEMI""]"	nNFC73njBl	2026-05-04 08:36:21	INVESTOR ALERT: Berger Montague Advises Gemini Space Station, Inc. (GEMI) Investors to Inquire About a Securities Fraud Class Action by May 18, 2026	Newsfile Corp	38.2	0.1675	0.0836	0.7489	0.0838	positive	0.027063599458728	NO:sentiment_score	NASDAQ	5.0	5.26				
KLC	"[""KLC""]"	nBw8pTcTka	2026-05-04 08:37:00	KinderCare Celebrates Teachers with Child Care Tuition Support	Business Wire	30.46	0.2572	0.0516	0.6912	0.2056	positive	0.000372995151063	YES	NYSE	4.42	4.25				
WKSP	"[""WKSP""]"	nACSM1cJna	2026-05-04 08:46:01	Worksport (NASDAQ:WKSP) Invited to Present at D. Boral 2026 Global Conference	ACCESSWIRE	9.27	0.1119	0.0128	0.8753	0.0991	positive	0.0006771314250538	NO:sentiment_score	NASDAQ	1.16	5.45				
GOSS	"[""GOSS""]"	nGNX3lMknm	2026-05-04 08:47:00	INVESTOR REMINDER: Berger Montague Notifies Gossamer Bio, Inc. (NASDAQ: GOSS) Investors of a Class Action Lawsuit and Deadline	Globe Newswire	204.1	0.1582	0.385	0.4568	-0.2268	negative	0.0214375788146279	NO:sentiment_score	NASDAQ	0.38	2.7				
GYRE	"[""GYRE""]"	nGNX9nVvYN	2026-05-04 08:47:47	Gyre Therapeutics Completes Acquisition of Cullgen to Create U.S.- and China-based Fully Integrated Biopharmaceutical Company	Globe Newswire	12.94	0.1911	0.0156	0.7933	0.1755	positive	0.0014792899408284	NO:sentiment_score	NASDAQ	8.05	2.55				
OWLT	"[""OWLT""]"	nBw2WMghsa	2026-05-04 08:50:00	Owlet Gives Moms the Ultimate Mother's Day Gift: More Confidence and Peace of Mind 	Business Wire	15.17	0.2495	0.042	0.7085	0.2075	positive	0.0007824726134585	YES	NYSE	4.97	2.69				
UHG	"[""UHG""]"	nBw1lDR7Za	2026-05-04 08:53:00	Stanley Martin Homes Completes Acquisition of United Homes Group	Business Wire	11.21	0.1494	0.0538	0.7968	0.0957	positive	9.30782369120364e-05	NO:sentiment_score	NASDAQ						
ONCY	"[""ONCY""]"	nGNXy6jXM	2026-05-04 09:00:00	Oncolytics Biotech® Reports Durable Responses in Second-Line RAS-Mutant MSS Colorectal Cancer	Globe Newswire	98.32	0.917	0.0231	0.0599	0.8939	positive	0.0226500566251415	YES	NASDAQ	0.98	10.11				
FOXX	"[""FOXX""]"	nGNX53fLTW	2026-05-04 09:00:00	Foxx Development Regains Compliance with Nasdaq Minimum Market Value of Listed Securities Requirement	Globe Newswire	1.25	0.8817	0.0205	0.0978	0.8612	positive		NO:Trades/sec	NASDAQ	4.96	1.43				
XXII	"[""XXII""]"	nGNX9dmxfk	2026-05-04 09:00:00	22nd Century Group to Announce First Quarter 2026 Results on May 7, 2026	Globe Newswire	0.7	0.0837	0.0542	0.8621	0.0296	neutral	0.1875	NO:sentiment_score	NASDAQ	1.02	17.24				
NAII	"[""NAII""]"	nGNX2B8PWR	2026-05-04 09:00:01	CarnoSyn® Brands Expands TriBsyn® Applications Across Beverage, Dairy, and Medical Nutrition	Globe Newswire	5.03	0.2148	0.0104	0.7748	0.2044	positive	0.0003599064243296	YES	NASDAQ	2.76	1.47				
FATE	"[""FATE""]"	nGNX43H2B	2026-05-04 09:00:01	Fate Therapeutics Announces Three Presentations at the 2026 ASGCT Annual Meeting Highlighting Off-the-Shelf CAR T-cell Therapy Pipeline for Cancer and Autoimmune Diseases	Globe Newswire	110.14	0.254	0.0123	0.7337	0.2417	positive	0.0068259385665529	YES	NASDAQ	1.88	25.33				
RPAY	"[""RPAY""]"	nGNXvnsM8	2026-05-04 09:00:00	17 Days After Forager’s Proposal, Board Still Has Not Engaged as Stockholder Frustration Builds	Globe Newswire	63.69	0.1508	0.103	0.7462	0.0478	neutral	0.0012608666799389	NO:sentiment_score	NASDAQ	4.11	8.16				
MCHX	"[""MCHX""]"	nBwbxNJK2a	2026-05-04 09:00:01	Marchex to Report First Quarter 2026 Financial Results on Wednesday, May 13, 2026	Business Wire	36.17	0.0589	0.054	0.8871	0.0049	neutral		NO:sentiment_score,Trades/sec	NASDAQ	1.75	1.16				
TYGO	"[""TYGO""]"	nBw84xyRda	2026-05-04 09:00:01	Tigo Energy Breaks Global Growth Benchmark; Boosts U.S. Energy Feature in Predict+	Business Wire	43.41	0.9074	0.0153	0.0773	0.8921	positive		NO:Trades/sec	NASDAQ	5.01	5.47				
HTCO	"[""HTCO""]"	nPnbk3j6Sa	2026-05-04 09:00:01	High-Trend International Group Eliminates Financing Overhang and Plans Cancellation of 630,000 Class A Ordinary Shares (Originally Scheduled to Become Eligible for Resale on May 1, 2026)	PR Newswire	2.4	0.0654	0.3984	0.5362	-0.333	negative		NO:sentiment_score,Trades/sec	NASDAQ	14.03	87.07				
III	"[""III""]"	nBwdNpY8a	2026-05-04 09:00:01	End-to-End Platforms Unify Customer Experience, ISG says	Business Wire	33.28	0.1853	0.0102	0.8046	0.1751	positive	0.0002783654381471	NO:sentiment_score	NASDAQ	4.25	3.16				
GRML	"[""GRML""]"	nACSGwrY5a	2026-05-04 09:00:01	Greenland Mines (NASDAQ:GRML) Signs 12-Part Featured Series on New to The Street	ACCESSWIRE	86.89	0.1572	0.0319	0.8108	0.1253	positive		NO:sentiment_score,Trades/sec	NASDAQ	0.55	7.84				
RBNE	"[""RBNE""]"	nGNX6zNCpv	2026-05-04 09:00:01	Robin Energy Announces the Sale of the M/T Wonder Mimosa for a Price of $12.8 Million with an Expected Net Gain of $6.7 Million	Globe Newswire	6.94	0.2023	0.013	0.7847	0.1893	positive		NO:sentiment_score,Trades/sec	NASDAQ	1.7	4.94				
PDYN	"[""PDYN""]"	nBw5jSY3ra	2026-05-04 09:00:02	Palladyne AI Selected as One of 14 Companies for AFRL’s Relentless Wolfpack Industry Day, Advancing Networked Collaborative Autonomous Weapon Systems	Business Wire	34.13	0.5564	0.0153	0.4283	0.5412	positive		NO:Trades/sec	NASDAQ	6.8	7.42				
GIGM	"[""GIGM""]"	nPn3Y9XNpa	2026-05-04 09:00:04	GigaMedia Announces First-Quarter 2026 Financial Results	PR Newswire	6.02	0.0896	0.1017	0.8088	-0.0121	neutral		NO:sentiment_score,Trades/sec	NASDAQ	1.44	-0.69				
SCKT	"[""SCKT""]"	nPnbk1tSZa	2026-05-04 09:00:20	Socket Mobile Brings Professional Cordless Scanning and Apple Wallet Pass Reading to Mac with SM Link	PR Newswire	5.22	0.241	0.0091	0.75	0.2319	positive	0.000573888091822	YES	NASDAQ	0.99	12.5				
AQST	"[""AQST""]"	nNFC120kJg	2026-05-04 09:00:25	AQST EQUITY ALERT: Faruqi & Faruqi, LLP Reminds Aquestive Therapeutics (AQST) Investors of Securities Class Action Deadline on May 4, 2026	Newsfile Corp	114.86	0.126	0.2978	0.5762	-0.1718	negative	0.0008751969193068	NO:sentiment_score	NASDAQ	4.29	2.14				
AURA	"[""AURA""]"	nGNX5wyngd	2026-05-04 09:03:06	Aura Biosciences Announces Pricing of $260 Million Public Offering of Common Stock and Pre-funded Warrants	Globe Newswire	44.71	0.1633	0.0109	0.8258	0.1525	positive	0.0056028686687584	NO:sentiment_score	NASDAQ	8.49	21.11				
FWDI	"[""FWDI""]"	nGNX51qsd8	2026-05-04 09:08:00	Forward Industries Schedules Fiscal Second Quarter 2026 Conference Call for May 14, 2026 at 5:00 p.m. ET	Globe Newswire	63.62	0.0303	0.0527	0.917	-0.0224	neutral	0.0072254335260115	NO:sentiment_score	NASDAQ	4.68	5.64				
OPTX	"[""OPTX""]"	nGNXbhZstm	2026-05-04 09:09:18	Syntec Optics (Nasdaq: OPTX) Quadruples Space Optics Production; Expands Space Portfolio in Growing Space Economy	Globe Newswire	6.23	0.8467	0.0099	0.1434	0.8367	positive	0.0078308535630383	YES	NASDAQ	9.14	7.53				
AVD	"[""AVD""]"	nACS7Gjbga	2026-05-04 09:10:25	American Vanguard Announces Date of First Quarter 2026 Earnings Release and Webcast Conference Call	ACCESSWIRE	26.7	0.0621	0.0278	0.9101	0.0344	neutral	0.0010500957440237	NO:sentiment_score	NYSE	2.96	2.07				
MNDR	"[""MNDR""]"	nNFC52BqQD	2026-05-04 09:15:59	Mobile-health Network Solutions Enters into Non-Binding US$119 Million Strategic Framework with Hector Capital to Acquire BIMA and M&M Helix, Accelerating AI-powered Healthcare Expansion across Asia and Africa	Newsfile Corp	3.21	0.771	0.0146	0.2144	0.7565	positive	77.0	YES	NASDAQ	1.74	87.1				
OI	"[""OI""]"	nGNX6R2Y5g	2026-05-04 09:16:45	Owens-Brockway Glass Container Inc. Launches $500 Million Senior Notes Offering	Globe Newswire	149.91	0.1563	0.0188	0.8249	0.1374	positive	0.0068708846263956	NO:sentiment_score	NYSE	9.9	4.32				
CHRS	"[""CHRS""]"	nGNX6MFpVj	2026-05-04 09:30:00	Coherus Oncology to Report First Quarter 2026 Financial Results on May 11, 2026	Globe Newswire	127.16	0.0839	0.0508	0.8653	0.033	neutral	0.0020496224379719	NO:sentiment_score	NASDAQ	1.82	0.55				
TZOO	"[""TZOO""]"	nPn6nqv9ha	2026-05-04 09:30:02	Club Offers for Travel Enthusiasts in the U.S.	PR Newswire	7.03	0.0935	0.0186	0.8879	0.0749	positive	0.0026713243604233	NO:sentiment_score	NASDAQ	10.14	2.53				
HAIN	"[""HAIN""]"	nGNX8WRyfK	2026-05-04 09:33:00	Earth’s Best Debuts All-New Organic Snacks Made Just for Big Kids	Globe Newswire	88.37	0.1945	0.0502	0.7553	0.1443	positive	0.217391304347826	NO:sentiment_score	NASDAQ	0.72	5.88				
LNAI	"[""LNAI""]"	nPn5R2hja	2026-05-04 09:35:00	Lunai Bioworks Completes $20 Million Preferred Issuance to Acquire CNS Delivery and Neurotherapeutic IP	PR Newswire	19.89	0.2078	0.0155	0.7767	0.1923	positive	5.0	NO:sentiment_score	NASDAQ	3.8	21.79				
CWH	"[""CWH""]"	nGNX2f6y6J	2026-05-04 09:42:43	CWH Investors Have Opportunity to Lead Camping World Holdings, Inc. Securities Fraud Lawsuit with the Schall Law Firm	Globe Newswire	58.96	0.2094	0.0611	0.7295	0.1483	positive	1.8333333333333333	NO:sentiment_score	NYSE	7.96	2.45				
SKYX	"[""SKYX""]"	nGNX8h73sp	2026-05-04 09:47:59	SKYX Selected to Participate in Inaugural Curated Group of 8 Emerging Companies at the 31st Annual Sohn Investment Conference on May 12, 2026, at Jazz at Lincoln Center in New York City	Globe Newswire	88.45	0.3007	0.0153	0.6841	0.2854	positive	0.1567164179104477	YES	NASDAQ	1.13	2.73				
OWLS	"[""OWLS""]"	nGNX6JFtzd	2026-05-04 10:07:50	OwlTing Group (NASDAQ: OWLS) Launches OwlPay Agent Wallet, Targeting the Emerging Multi-Trillion-Dollar Agentic Commerce Economy	Globe Newswire	16.98	0.1424	0.0164	0.8412	0.126	positive	0.0252844500632111	NO:sentiment_score	NASDAQ	6.13	1.66				
SKK	"[""SKK""]"	nGNX8d1LK6	2026-05-04 10:15:00	SKK Holdings Signs Definitive Asset Purchase Agreement with Rantizo, Inc. to Acquire Drone Assets in Approximately $258.8 Million Asset Acquisition, Establishing Publicly-Traded Operator of Drone-Based Platforms for Commercial Applications	Globe Newswire	1.03	0.7754	0.011	0.2136	0.7644	positive	0.0184672206832871	YES	NASDAQ	17.95	925.71				
VTAK	"[""VTAK""]"	nGNX3XSxmG	2026-05-04 10:30:00	Flyte Increases Capacity and Launches Hiring Initiative as Spirit Airlines Shutdown Disrupts U.S. Air Travel	Globe Newswire	1.97	0.4248	0.2234	0.3518	0.2013	positive	2.857142857142857	YES	NYSE American	0.99	4.21				
GOSS	"[""GOSS""]"	nGNX4kmWYz	2026-05-04 10:40:39	INVESTOR NOTICE: Gossamer Bio, Inc. (GOSS) Investors with Substantial Losses Have Opportunity to Lead Investor Class Action– Hagens Berman	Globe Newswire	204.1	0.1371	0.0796	0.7833	0.0575	positive	0.3728813559322034	NO:sentiment_score	NASDAQ	0.38	2.7				
ABEO	"[""ABEO""]"	nGNX2k1PFh	2026-05-04 10:52:23	Abeona Therapeutics® Announces New Employee Inducement Grants Under Nasdaq Listing Rule 5635(c)(4)	Globe Newswire	48.32	0.2166	0.0238	0.7596	0.1928	positive		NO:sentiment_score,Trades/sec	NASDAQ	6.13	12.89				
SPWR	"[""SPWR""]"	nACSMwsLRa	2026-05-04 11:00:00	SunPower, Inc. (SPWR) Investigation: Bronstein, Gewirtz & Grossman, LLC Encourages Investors to Contact the Firm to Learn More About the Investigation	ACCESSWIRE	84.0	0.15	0.0316	0.8185	0.1184	positive	0.1587301587301587	NO:sentiment_score	NASDAQ	1.08	17.39				
PHR	"[""PHR""]"	nACS95p0Ba	2026-05-04 11:00:01	Bronstein, Gewirtz & Grossman, LLC Encourages Phreesia, Inc. (PHR) Shareholders to Inquire about Securities Investigation	ACCESSWIRE	46.13	0.22	0.0363	0.7438	0.1837	positive	1.3243243243243243	NO:sentiment_score	NYSE	9.93	2.69				
CMPX	"[""CMPX""]"	nACSfglW6a	2026-05-04 11:00:01	Bronstein, Gewirtz & Grossman, LLC Is Investigating Compass Therapeutics, Inc. (CMPX) And Encourages Stockholders to Connect	ACCESSWIRE	120.66	0.1067	0.1807	0.7126	-0.074	negative	1.2352941176470589	NO:sentiment_score	NASDAQ	2.08	7.22				
POET	"[""POET""]"	nACS3C6sPa	2026-05-04 11:00:01	Bronstein, Gewirtz & Grossman, LLC Encourages POET Technologies Inc. (POET) Stockholders to Inquire about Securities Investigation	ACCESSWIRE	90.52	0.1129	0.0191	0.8679	0.0938	positive		NO:sentiment_score,Trades/sec	NASDAQ	7.86	6.94				
FORA	"[""FORA""]"	nACS2KRlca	2026-05-04 11:00:01	Forian Inc. (FORA) Investigation: Bronstein, Gewirtz & Grossman, LLC Encourages Investors to Contact the Firm to Learn More About the Investigation	ACCESSWIRE	8.22	0.1881	0.0322	0.7797	0.156	positive	0.0042105263157894	NO:sentiment_score	NASDAQ						
STGW	"[""STGW""]"	nACSVbVCHa	2026-05-04 11:00:01	New Milken Institute-Harris Poll Finds Historic Consensus on AI Workforce Policy, but a Critical Gap Remains Between Employer Intent and Action	ACCESSWIRE	109.89	0.2433	0.264	0.4927	-0.0206	neutral	1.5714285714285714	NO:sentiment_score	NASDAQ	6.57	3.3				
UHG	"[""UHG""]"	nACSjbnf5a	2026-05-04 11:00:01	UHG INVESTOR ALERT:  Bronstein, Gewirtz and Grossman, LLC Announces that United Homes Group, Inc. Investors Have Opportunity to Lead Class Action Lawsuit!	ACCESSWIRE	11.21	0.1615	0.2803	0.5582	-0.1188	negative		NO:sentiment_score,Trades/sec	NASDAQ						
VERI	"[""VERI""]"	nACSk7NPya	2026-05-04 11:00:02	Bronstein, Gewirtz & Grossman, LLC Is Investigating Veritone, Inc. (VERI) And Encourages Shareholders to Connect	ACCESSWIRE	81.54	0.1307	0.0931	0.7762	0.0376	neutral	0.7941176470588235	NO:sentiment_score	NASDAQ	2.38	9.68				
NNOX	"[""NNOX""]"	nACSNw7MXa	2026-05-04 11:00:02	Bronstein, Gewirtz & Grossman, LLC Announces an Investigation Against Nano-X Imaging Ltd. (NNOX) and Encourages Investors to Learn More About the Investigation	ACCESSWIRE	69.02	0.255	0.047	0.698	0.208	positive		NO:Trades/sec	NASDAQ	1.89	9.88				
KELYA	"[""KELYA""]"	nGNX1hWz3	2026-05-04 11:09:22	Kelly Education Names 2026 Substitute Educators of the Year, Expanding Program to Honor Runner-Ups for the First Time	Globe Newswire	28.81	0.7472	0.0152	0.2376	0.7321	positive	0.2352941176470588	YES	NASDAQ	9.89	2.49				
III	"[""III""]"	nBw4gT21ha	2026-05-04 11:15:00	ISG to Ring Nasdaq Closing Bell	Business Wire	33.28	0.0914	0.0728	0.8358	0.0186	neutral	0.2110091743119266	NO:sentiment_score	NASDAQ	4.25	3.16				
JUNS	"[""JUNS""]"	nNFC2279ks	2026-05-04 11:30:16	Jupiter Neurosciences, Inc. to Present at The Market Movers Investor Summit	Newsfile Corp	15.48	0.0952	0.0167	0.8881	0.0784	positive	0.0498753117206982	NO:sentiment_score	NASDAQ	0.42	7.69				
AQST	"[""AQST""]"	nNFC4q0dP2	2026-05-04 11:31:41	AQST DEADLINE: ROSEN, TOP RANKED GLOBAL COUNSEL, Encourages Aquestive Therapeutics, Inc. Investors to Secure Counsel Before Important May 4 Deadline in Securities Class Action - AQST	Newsfile Corp	114.86	0.3323	0.025	0.6427	0.3073	positive	0.1550387596899224	YES	NASDAQ	4.29	2.14				
AEC	"[""AEC""]"	nGNX9Y0rW9	2026-05-04 11:32:28	Anfield Energy Demonstrates the Economic Viability of its Hub-And-Spoke Uranium and Vanadium Production Strategy Via Its Updated Preliminary Economic Assessment	Globe Newswire	10.65	0.5677	0.0112	0.4211	0.5565	positive	0.0054600054600054	YES							
