Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	positive	negative	neutral	sentiment_score	label	Trades/sec	Trigger	Exchange	DailyHigh($)	DailyHigh(%)
ZEN	"[""ZTEK"", ""ZEN""]"	nNFC1966C5	2026-05-06 12:00:23	Zentek Accepting Canadian Commercial Orders for ZenGUARD(TM) Enhanced Air Filters Following Health Canada Regulatory Classification	Newsfile Corp		2026-05-06 12:00:23	0.5048	0.0183	0.4769	0.4864	positive	NO:Float	NASDAQ		
GBTG	"[""GBTG""]"	nBw5SVkbfa	2026-05-06 12:02:00	Global Business Travel Investor Alert: Kahn Swick & Foti, LLC Investigates Adequacy of Price and Process in Proposed Sale of Global Business Travel Group, Inc. - GBTG	Business Wire	240.56	2026-05-06 12:02:00	0.0853	0.0513	0.8634	0.034	neutral	NO:sentiment_score	NYSE	9.47	0.74
CWK	"[""CWK""]"	nBw8wqTpMa	2026-05-06 12:03:00	Ryan Miller Expands Role to Oversee Atlanta and Nashville Markets	Business Wire	232.61	2026-05-06 12:03:00	0.1207	0.0261	0.8532	0.0947	positive	YES	NYSE	14.86	2.27
AEVA	"[""AEVA""]"	nBw5XxRdqa	2026-05-06 12:04:00	Aeva Delivers Atlas C-Samples to Daimler Truck for Autonomous Truck Production Program	Business Wire	40.35	2026-05-06 12:04:00	0.2103	0.0093	0.7804	0.2011	positive	YES	NASDAQ	16.8	9.38
BMR	"[""BMR""]"	nGNX8tRb9j	2026-05-06 12:40:00	Beamr Research Validates Patented CABR Technology as an AI Training Asset	Globe Newswire	10.91	2026-05-06 12:40:00	0.2529	0.0103	0.7368	0.2427	positive	YES	NASDAQ	2.04	2.0
ELE	"[""ELE""]"	nBw2MLCQna	2026-05-06 12:55:00	REG-Endesa, S.A. 1st Quarter Results	Business Wire	14.6	2026-05-06 12:55:00	0.157	0.073	0.77	0.0839	positive	YES	BME Madrid		
GIL	"[""GIL""]"	nGNX2MVsvM	2026-05-06 12:55:22	GIL Investors Have Opportunity to Join Gildan Activewear Inc. Fraud Investigation with the Schall Law Firm	Globe Newswire	180.51	2026-05-06 12:55:22	0.165	0.0126	0.8224	0.1525	positive	YES	TSX		
EXOD	"[""EXOD""]"	nGNX9p7zdJ	2026-05-06 12:55:51	UPDATE - Exodus Movement, Inc. to Announce First Quarter 2026 Results on May 11, 2026	Globe Newswire	4.06	2026-05-06 12:55:51	0.068	0.0426	0.8893	0.0254	neutral	NO:sentiment_score	NYSE American	8.8	5.64
GOSS	"[""GOSS""]"	nGNX5MXJT2	2026-05-06 13:02:30	Deadline Alert: Gossamer Bio, Inc. (GOSS) Shareholders Who Lost Money Urged To Contact Glancy Prongay Wolke & Rotter LLP About Securities Fraud Lawsuit	Globe Newswire	204.1	2026-05-06 13:02:30	0.1278	0.3126	0.5595	-0.1848	negative	NO:sentiment_score	NASDAQ	0.36	5.88
NUAI	"[""NUAI""]"	nNFC8k0dwb	2026-05-06 13:08:24	ROSEN, SKILLED INVESTOR COUNSEL, Encourages New Era Energy & Digital, Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action - NUAI	Newsfile Corp	73.85	2026-05-06 13:08:24	0.1877	0.0534	0.7589	0.1343	positive	YES	NASDAQ	5.08	23.6
CWH	"[""CWH""]"	nGNX47spnw	2026-05-06 13:11:00	CWH FINAL DEADLINE: ROSEN, A GLOBALLY RESPECTED LAW FIRM, Encourages Camping World Holdings, Inc. Investors with Losses in Excess of $100K to Secure Counsel Before Important May 11 Deadline in Securities Class Action – CWH	Globe Newswire	58.96	2026-05-06 13:11:00	0.3829	0.1176	0.4995	0.2653	positive	YES	NYSE	8.11	8.71
DRVN	"[""DRVN""]"	nNFC9cMD6q	2026-05-06 13:20:16	DRVN FINAL DEADLINE: ROSEN, A GLOBAL AND LEADING LAW FIRM, Encourages Driven Brands Holdings Inc. Investors with Losses in Excess of $100K to Secure Counsel Before Important May 8 Deadline in Securities Class Action - DRVN	Newsfile Corp	58.87	2026-05-06 13:20:16	0.2249	0.0857	0.6895	0.1392	positive	YES	NASDAQ	14.07	1.22
FSK	"[""FSK""]"	nBw9dSN9Za	2026-05-06 13:30:00	Deadline Alert: FS KKR Capital Corp. (FSK) Shareholders Who Lost Money Urged To Contact Glancy Prongay Wolke & Rotter LLP About Securities Fraud Lawsuit	Business Wire	279.32	2026-05-06 13:30:00	0.0969	0.3846	0.5185	-0.2877	negative	NO:sentiment_score	NYSE	11.6	0.26
SES	"[""SES""]"	nNFC3BH72K	2026-05-06 13:33:16	ROSEN, SKILLED INVESTOR COUNSEL, Encourages SES AI Corporation Investors to Secure Counsel Before Important Deadline in Securities Class Action First Filed by the Firm - SES	Newsfile Corp	236.25	2026-05-06 13:33:16	0.2311	0.0259	0.743	0.2053	positive	YES	NYSE	0.99	1.02
DRCT	"[""DRCT""]"	nPn9Zn7Qxa	2026-05-06 13:49:08	Orange 142 and Emerald Isle Realty Earn Gold and Platinum at 2026 Hermes Creative Awards for Search and Social Excellence	PR Newswire	0.64	2026-05-06 13:49:08	0.656	0.0555	0.2885	0.6005	positive	YES	NASDAQ	7.21	27.61
MMA	"[""MMA""]"	nGNXkGT1C	2026-05-06 14:00:00	NYSE: MMA Enters Into $5 Million Non-Dilutive Revolving Loan Facility with Family Office	Globe Newswire	21.14	2026-05-06 14:00:00	0.7851	0.0133	0.2016	0.7718	positive	YES	NYSE American	0.68	23.64
HOVR	"[""HOVR""]"	nACS1LXlsa	2026-05-06 14:00:00	Join Horizon Aircraft's Exclusive Live Investor Webinar and Q&A Session on May 7th 	ACCESSWIRE	37.33	2026-05-06 14:00:00	0.0742	0.03	0.8958	0.0442	neutral	NO:sentiment_score	NASDAQ	2.85	25.55
IMM	"[""IMMP"", ""IMM""]"	nGNX2v8sr1	2026-05-06 14:08:02	IMMP DEADLINE ALERT: Faruqi & Faruqi, LLP Reminds Immutep (IMMP) Investors of Securities Class Action Deadline on July 6, 2026	Globe Newswire		2026-05-06 14:08:02	0.0809	0.0795	0.8395	0.0014	neutral	NO:sentiment_score,Float	NASDAQ		
IMMP	"[""IMMP"", ""IMM""]"	nGNX2v8sr1	2026-05-06 14:08:02	IMMP DEADLINE ALERT: Faruqi & Faruqi, LLP Reminds Immutep (IMMP) Investors of Securities Class Action Deadline on July 6, 2026	Globe Newswire	146.13	2026-05-06 14:08:02	0.0809	0.0795	0.8395	0.0014	neutral	NO:sentiment_score	NASDAQ	0.45	-2.17
PAR	"[""PAR""]"	nBw86RH25a	2026-05-06 14:41:00	PAR Technology Corporation to Present at Upcoming Investor Conferences	Business Wire	42.35	2026-05-06 14:41:00	0.1412	0.0272	0.8317	0.114	positive	YES	NYSE	14.3	3.85
PGY	"[""PGY""]"	nBw9g4nJCa	2026-05-06 14:45:00	Pagaya Issues AAA-rated Upsized $800 Million Personal Loan ABS Transaction	Business Wire	62.42	2026-05-06 14:45:00	0.1799	0.0203	0.7998	0.1595	positive	YES	NASDAQ	14.99	3.38
GEMI	"[""GEMI""]"	nGNXN2vVK	2026-05-06 14:52:33	Robbins LLP Reminds GEMI Stockholders of the Class Action Lawsuit Filed Against Gemini Space Station, Inc. Alleging the Company Misled Investors in Connection with its IPO	Globe Newswire	38.2	2026-05-06 14:52:33	0.2345	0.3092	0.4562	-0.0747	negative	NO:sentiment_score	NASDAQ	5.05	5.21
VITL	"[""VITL""]"	nGNX6HkZNJ	2026-05-06 14:55:00	ROSEN, THE FIRST FILING FIRM, Encourages Vital Farms, Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action First Filed by the Firm - VITL	Globe Newswire	36.68	2026-05-06 14:55:00	0.3148	0.0709	0.6143	0.244	positive	YES	NASDAQ	13.43	4.92
SJ	"[""SJ""]"	nGNX7r6jlc	2026-05-06 15:00:00	Stella-Jones’ Reports Director Election Results	Globe Newswire	15.35	2026-05-06 15:00:00	0.1091	0.1822	0.7087	-0.0731	negative	NO:sentiment_score	TSX		
CHOW	"[""CHOW""]"	nGNX3FQrHQ	2026-05-06 15:05:41	Lost Money With CHOW? Contact Glancy Prongay Wolke & Rotter LLP	Globe Newswire	10.64	2026-05-06 15:05:41	0.1026	0.1186	0.7787	-0.016	neutral	NO:sentiment_score	NYSE American	0.43	0.0
ANGI	"[""ANGI""]"	nGNX1vbHTC	2026-05-06 15:07:18	Angi Inc. Shareholders Are Encouraged to Reach Out to Johnson Fistel for More Information About Potentially Recovering Their Losses	Globe Newswire	28.29	2026-05-06 15:07:18	0.7217	0.0202	0.2581	0.7015	positive	YES	NASDAQ	6.8	6.08
GO	"[""GO""]"	nGNX6nczhm	2026-05-06 15:07:26	Robbins LLP Reminds GO Investors of the Class Action Lawsuit Filed Against Grocery Outlet Holding Corp. Alleging the Company Misled Investors About its Financial and Operational Growth – Contact The Firm For Information	Globe Newswire	90.72	2026-05-06 15:07:26	0.2091	0.1826	0.6083	0.0264	neutral	NO:sentiment_score	NASDAQ	8.09	2.66
XNDX	"[""XNDX"", ""XNDU""]"	nPn5VVwGDa	2026-05-06 15:15:00	Tradr to Launch Leveraged ETF on Xanadu Quantum Technologies	PR Newswire		2026-05-06 15:15:00	0.2265	0.0106	0.7629	0.2159	positive	NO:Float	NYSE Arca		
XNDU	"[""XNDX"", ""XNDU""]"	nPn5VVwGDa	2026-05-06 15:15:00	Tradr to Launch Leveraged ETF on Xanadu Quantum Technologies	PR Newswire	20.68	2026-05-06 15:15:00	0.2265	0.0106	0.7629	0.2159	positive	YES	NYSE Arca	14.98	12.63
ATEC	"[""ATEC""]"	nGNX9tHqhh	2026-05-06 15:31:22	Alphatec Holdings, Inc. Shareholders Are Encouraged to Reach Out to Johnson Fistel for More Information About Potentially Recovering Their Losses	Globe Newswire	114.38	2026-05-06 15:31:22	0.3325	0.0461	0.6214	0.2864	positive	YES	NASDAQ	8.8	7.98
NUAI	"[""NUAI""]"	nPn3xZp0za	2026-05-06 15:36:00	New Era Energy & Digital, Inc. (NUAI) Shareholders Who Lost Money Have Opportunity to Lead Securities Fraud Lawsuit	PR Newswire	73.85	2026-05-06 15:36:00	0.0703	0.4552	0.4745	-0.385	negative	NO:sentiment_score	NASDAQ	5.08	23.6
NNVC	"[""NNVC""]"	nNFCbS0g0z	2026-05-06 15:36:58	NanoViricides, Inc. Announces Participation in the D. Boral Capital Global Conference	Newsfile Corp	20.99	2026-05-06 15:36:58	0.2298	0.024	0.7462	0.2057	positive	YES	NYSE American	1.59	13.57
DRVN	"[""DRVN""]"	nPn2BTjqta	2026-05-06 15:38:00	Driven Brands Holdings Inc. (DRVN) Shareholders Who Lost Money Have Opportunity to Lead Securities Fraud Lawsuit	PR Newswire	58.87	2026-05-06 15:38:00	0.0563	0.5081	0.4355	-0.4518	negative	NO:sentiment_score	NASDAQ	14.07	1.22
EPOW	"[""EPOW""]"	nGNX133yPZ	2026-05-06 15:39:00	E-Power Inc. Announces Major Strategic Breakthrough with $252 Million Multi-Phase Microgrid Agreement to Power California Expansion	Globe Newswire	25.58	2026-05-06 15:39:00	0.8607	0.0129	0.1263	0.8478	positive	YES	NASDAQ	1.04	40.54
BZAI	"[""BZAI""]"	nACSdDL5La	2026-05-06 15:47:00	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Blaize Holdings, Inc. - BZAI	ACCESSWIRE	83.57	2026-05-06 15:47:00	0.091	0.065	0.844	0.026	neutral	NO:sentiment_score	NASDAQ	2.01	3.08
GTN	"[""GTN""]"	nGNX28pz4h	2026-05-06 16:00:00	Nicole Lewis Joins Gray Media as General Manager/Director of Sales of KBTX in Bryan-College Station, Texas	Globe Newswire	86.27	2026-05-06 16:00:00	0.0805	0.0466	0.8729	0.0339	neutral	NO:sentiment_score	NYSE	5.64	2.92
NSYS	"[""NSYS""]"	nGNX4nKCql	2026-05-06 16:00:00	Nortech Systems Incorporated to Report First Quarter 2026 Financial Results and Hold a Conference Call on May 14, 2026	Globe Newswire	1.04	2026-05-06 16:00:00	0.0517	0.0248	0.9235	0.0269	neutral	NO:sentiment_score	NASDAQ	14.09	2.03
LZ	"[""LZ""]"	nGNX9dXxkt	2026-05-06 16:00:00	LegalZoom Reports First Quarter Financial Results Ahead of Expectations; Raises Full-Year Revenue Outlook	Globe Newswire	113.3	2026-05-06 16:00:00	0.9434	0.0247	0.0319	0.9187	positive	YES	NASDAQ	6.82	1.64
RCON	"[""RCON""]"	nPn8X5Q0na	2026-05-06 16:00:00	Recon Receives NASDAQ Notification Regarding Minimum Bid Requirements	PR Newswire	29.97	2026-05-06 16:00:00	0.1284	0.0305	0.8411	0.098	positive	YES	NASDAQ	0.93	4.49
ELA	"[""ELA""]"	nACShQKtHa	2026-05-06 16:00:01	Envela Reports First Quarter 2026 Financial Results	ACCESSWIRE	6.7	2026-05-06 16:00:01	0.1062	0.0743	0.8195	0.0319	neutral	NO:sentiment_score	NYSE American	22.58	29.03
SRAD	"[""SRAD"", ""1M4""]"	nNFC5wmTJ7	2026-05-06 16:00:17	SRAD: Sportradar Group Investors Should Contact Block & Leviton To Learn How They Might Recover Losses	Newsfile Corp	185.52	2026-05-06 16:00:17	0.2236	0.0213	0.7551	0.2023	positive	YES	NASDAQ	14.1	4.83
1M4	"[""SRAD"", ""1M4""]"	nNFC5wmTJ7	2026-05-06 16:00:17	SRAD: Sportradar Group Investors Should Contact Block & Leviton To Learn How They Might Recover Losses	Newsfile Corp		2026-05-06 16:00:17	0.2236	0.0213	0.7551	0.2023	positive	NO:Float	NASDAQ		
DERM	"[""DERM"", ""FBIO""]"	nGNXbLvyxB	2026-05-06 16:01:00	Journey Medical Corporation to Announce First Quarter 2026 Financial Results on May 13, 2026	Globe Newswire	13.52	2026-05-06 16:01:00	0.0979	0.0521	0.85	0.0459	neutral	NO:sentiment_score	NASDAQ	5.37	3.67
FBIO	"[""DERM"", ""FBIO""]"	nGNXbLvyxB	2026-05-06 16:01:00	Journey Medical Corporation to Announce First Quarter 2026 Financial Results on May 13, 2026	Globe Newswire	24.68	2026-05-06 16:01:00	0.0979	0.0521	0.85	0.0459	neutral	NO:sentiment_score	NASDAQ	2.59	3.6
ASUR	"[""ASUR""]"	nGNX4ksm1v	2026-05-06 16:01:00	Asure Software Sets May & June 2026 Investor Conference Schedule	Globe Newswire	23.45	2026-05-06 16:01:00	0.0672	0.0633	0.8695	0.0039	neutral	NO:sentiment_score	NASDAQ	8.86	2.07
GLPG	"[""GLPG""]"	nGNER7j7S	2026-05-06 16:01:00	REG-Galapagos Reports First Quarter 2026 Financial Results and Provides Business Update	Globe Newswire	49.19	2026-05-06 16:01:00	0.1006	0.028	0.8714	0.0725	positive	YES	Euronext Amsterdam		
CBNK	"[""CBNK""]"	nGNX3j515n	2026-05-06 16:01:00	Mulvihill Canadian Bank Enhanced Yield ETF Declares Monthly Distribution	Globe Newswire	10.91	2026-05-06 16:01:00	0.1396	0.0957	0.7646	0.0439	neutral	NO:sentiment_score	TSX		
VNDA	"[""VNDA""]"	nPn7DTlVNa	2026-05-06 16:01:00	Vanda Pharmaceuticals Reports First Quarter 2026 Financial Results	PR Newswire	54.11	2026-05-06 16:01:00	0.166	0.0898	0.7442	0.0762	positive	YES	NASDAQ	7.74	3.75
QTRX	"[""QTRX""]"	nBw4jVVSta	2026-05-06 16:01:00	Quanterix Releases Financial Results for the First Quarter of 2026	Business Wire	38.12	2026-05-06 16:01:00	0.0682	0.0699	0.8619	-0.0016	neutral	NO:sentiment_score	NASDAQ	3.77	14.24
XNCR	"[""XNCR""]"	nBw79Y19ha	2026-05-06 16:01:00	Xencor Reports First Quarter 2026 Financial Results	Business Wire	68.87	2026-05-06 16:01:00	0.1218	0.0886	0.7896	0.0332	neutral	NO:sentiment_score	NASDAQ	13.22	2.88
PCT	"[""PCT""]"	nGNXyl3Zp	2026-05-06 16:01:00	PureCycle Technologies Reports First Quarter 2026 Results	Globe Newswire	175.66	2026-05-06 16:01:00	0.073	0.0467	0.8803	0.0263	neutral	NO:sentiment_score	NASDAQ	9.69	25.03
MNKD	"[""MNKD""]"	nGNX18PlT2	2026-05-06 16:01:01	MannKind Reports First Quarter 2026 Financial Results and Provides Business Update	Globe Newswire	295.97	2026-05-06 16:01:01	0.0668	0.0333	0.9	0.0335	neutral	NO:sentiment_score	NASDAQ	4.29	47.42
TKNO	"[""TKNO""]"	nGNX7Wr0Rw	2026-05-06 16:01:01	Teknova Reports First Quarter 2026 Financial Results	Globe Newswire	10.71	2026-05-06 16:01:01	0.1234	0.0907	0.7859	0.0327	neutral	NO:sentiment_score	NASDAQ	3.9	4.28
RUN	"[""RUN""]"	nGNX4mD9ZM	2026-05-06 16:01:02	Sunrun Reports First Quarter 2026 Financial Results	Globe Newswire	225.78	2026-05-06 16:01:02	0.107	0.0871	0.8059	0.0199	neutral	NO:sentiment_score	NASDAQ	13.66	2.02
RILY	"[""RILY""]"	nPn89VsFfa	2026-05-06 16:02:00	"B. Riley Securities to Hold Annual ""Commissions for Charity Day"" on May 13, 2026"	PR Newswire	23.59	2026-05-06 16:02:00	0.0997	0.0295	0.8708	0.0702	positive	YES	NASDAQ	9.12	2.47
NAGE	"[""NAGE""]"	nBw29jgFda	2026-05-06 16:02:00	Niagen Bioscience, Inc. Reports First Quarter 2026 Financial Results	Business Wire	52.94	2026-05-06 16:02:00	0.0791	0.1117	0.8092	-0.0326	neutral	NO:sentiment_score	NASDAQ	5.07	5.85
PTRN	"[""PTRN""]"	nBw6THVdXa	2026-05-06 16:04:00	Pattern Reports Record First Quarter 2026 Financial Results	Business Wire	32.77	2026-05-06 16:04:00	0.276	0.1645	0.5595	0.1115	positive	YES	NASDAQ	15.25	8.85
NSPR	"[""NSPR""]"	nGNX395NTt	2026-05-06 16:05:00	InspireMD to Participate in Upcoming Bank of America Securities 2026 Global Healthcare Conference	Globe Newswire	34.44	2026-05-06 16:05:00	0.2969	0.0174	0.6856	0.2795	positive	YES	NASDAQ	1.21	13.08
SERA	"[""SERA""]"	nPn2BLzLna	2026-05-06 16:05:00	SERA PROGNOSTICS REPORTS FIRST QUARTER 2026 FINANCIAL RESULTS	PR Newswire	26.96	2026-05-06 16:05:00	0.1461	0.1286	0.7254	0.0175	neutral	NO:sentiment_score	NASDAQ	2.11	12.23
HYPR	"[""HYPR""]"	nBw21mvs4a	2026-05-06 16:05:00	Hyperfine, Inc. to Participate in Upcoming 2026 Jefferies Global Healthcare Conference	Business Wire	78.45	2026-05-06 16:05:00	0.1397	0.0115	0.8488	0.1281	positive	YES	NASDAQ	1.79	5.29
TASK	"[""TASK""]"	nBw5HJyX9a	2026-05-06 16:05:00	TaskUs Announces Fiscal First Quarter 2026 Results	Business Wire	17.45	2026-05-06 16:05:00	0.0553	0.0827	0.8621	-0.0274	neutral	NO:sentiment_score	NASDAQ	6.92	8.29
AVD	"[""AVD""]"	nACSWxJgpa	2026-05-06 16:05:00	American Vanguard Reports First Quarter 2026 Results	ACCESSWIRE	26.7	2026-05-06 16:05:00	0.0429	0.0475	0.9096	-0.0046	neutral	NO:sentiment_score	NYSE	3.09	4.75
VIR	"[""VIR""]"	nBw3qjhv8a	2026-05-06 16:05:00	Vir Biotechnology Provides Corporate Update and Reports First Quarter 2026 Financial Results	Business Wire	115.08	2026-05-06 16:05:00	0.0674	0.0604	0.8721	0.007	neutral	NO:sentiment_score	NASDAQ	10.36	0.58
NXDR	"[""NXDR""]"	nBw3Sg9S8a	2026-05-06 16:05:00	Nextdoor Reports First Quarter 2026 Results	Business Wire	237.09	2026-05-06 16:05:00	0.0494	0.0579	0.8927	-0.0085	neutral	NO:sentiment_score	NYSE	1.78	9.88
ACVA	"[""ACVA""]"	nBw6qqpsja	2026-05-06 16:05:00	ACV Announces First Quarter 2026 Results	Business Wire	163.01	2026-05-06 16:05:00	0.072	0.0699	0.8581	0.0021	neutral	NO:sentiment_score	NYSE	5.87	7.71
AYTU	"[""AYTU""]"	nACScMf1ja	2026-05-06 16:05:00	Aytu BioPharma to Report Fiscal 2026 Third Quarter Operational and Financial Results on May 13, 2026	ACCESSWIRE	9.77	2026-05-06 16:05:00	0.117	0.0664	0.8166	0.0506	positive	YES	NASDAQ	2.56	-0.39
ARRY	"[""ARRY""]"	nGNX4MrlyQ	2026-05-06 16:05:01	ARRAY Technologies Reports Financial Results for the First Quarter 2026	Globe Newswire	150.31	2026-05-06 16:05:01	0.1643	0.074	0.7617	0.0903	positive	YES	NASDAQ	9.36	15.41
VRRM	"[""VRRM""]"	nPn2W3tfNa	2026-05-06 16:05:01	Verra Mobility Announces First Quarter 2026 Financial Results	PR Newswire	150.49	2026-05-06 16:05:01	0.1445	0.0943	0.7611	0.0502	positive	YES	NASDAQ	14.95	3.1
ECOR	"[""ECOR""]"	nGNX2bmzhQ	2026-05-06 16:05:01	electroCore Announces First Quarter 2026 Financial Results	Globe Newswire	5.08	2026-05-06 16:05:01	0.1169	0.0936	0.7895	0.0233	neutral	NO:sentiment_score	NASDAQ	7.5	7.3
SVV	"[""SVV""]"	nBw8Sl083a	2026-05-06 16:05:01	Savers Value Village, Inc. Reports First Quarter Financial Results	Business Wire	38.01	2026-05-06 16:05:01	0.1158	0.1102	0.774	0.0056	neutral	NO:sentiment_score	NYSE	9.17	8.65
ZVIA	"[""ZVIA""]"	nBw59vgHCa	2026-05-06 16:05:01	Zevia Announces First Quarter 2026 Results	Business Wire	51.7	2026-05-06 16:05:01	0.0678	0.0873	0.8449	-0.0195	neutral	NO:sentiment_score	NYSE	1.32	6.45
LFMD	"[""LFMD""]"	nGNX8BHpzM	2026-05-06 16:05:01	LifeMD Reports First Quarter 2026 Results	Globe Newswire	39.58	2026-05-06 16:05:01	0.0744	0.0669	0.8587	0.0075	neutral	NO:sentiment_score	NASDAQ	5.38	5.08
BTMD	"[""BTMD""]"	nBw26240Ka	2026-05-06 16:05:02	Biote Reports First Quarter 2026 Financial Results	Business Wire	29.24	2026-05-06 16:05:02	0.1154	0.082	0.8026	0.0333	neutral	NO:sentiment_score	NASDAQ	2.29	5.53
ARKR	"[""ARKR""]"	nBw4LlR3Pa	2026-05-06 16:05:02	Ark Restaurants Announces Conference Call	Business Wire	1.57	2026-05-06 16:05:02	0.1919	0.1339	0.6742	0.058	positive	YES	NASDAQ	7.25	0.0
FORR	"[""FORR""]"	nBw2kWkPDa	2026-05-06 16:05:02	Forrester Research Reports 2026 First-Quarter Financial Results	Business Wire	11.48	2026-05-06 16:05:02	0.0924	0.132	0.7756	-0.0396	neutral	NO:sentiment_score	NASDAQ	6.24	0.48
STEM	"[""STEM""]"	nBw64ygfDa	2026-05-06 16:05:02	Stem Announces First Quarter 2026 Results	Business Wire	8.03	2026-05-06 16:05:02	0.0724	0.0569	0.8707	0.0154	neutral	NO:sentiment_score	NYSE	11.18	4.19
NRDS	"[""NRDS""]"	nBwbfXkVca	2026-05-06 16:05:02	NerdWallet Reports First Quarter Results	Business Wire	31.64	2026-05-06 16:05:02	0.1283	0.0978	0.7739	0.0305	neutral	NO:sentiment_score	NASDAQ	11.21	2.94
CHGG	"[""CHGG""]"	nBw2ydbMNa	2026-05-06 16:05:02	Chegg Reports First Quarter 2026 Earnings	Business Wire	95.21	2026-05-06 16:05:02	0.0737	0.0445	0.8818	0.0292	neutral	NO:sentiment_score	NYSE	1.24	-0.8
AIRG	"[""AIRG""]"	nBw84ry4na	2026-05-06 16:05:02	Airgain® Reports First Quarter 2026 Financial Results	Business Wire	9.22	2026-05-06 16:05:02	0.1589	0.0905	0.7506	0.0685	positive	YES	NASDAQ	7.45	4.49
ACNT	"[""ACNT""]"	nBw4230lqa	2026-05-06 16:05:02	Ascent Industries Co. Announces First Quarter 2026 Results	Business Wire	8.18	2026-05-06 16:05:02	0.0904	0.082	0.8276	0.0085	neutral	NO:sentiment_score	NASDAQ	15.46	3.34
KRMD	"[""KRMD""]"	nBw7ZJzYja	2026-05-06 16:05:02	KORU Medical Systems Announces First Quarter 2026 Results	Business Wire	43.33	2026-05-06 16:05:02	0.0784	0.0832	0.8384	-0.0048	neutral	NO:sentiment_score	NASDAQ	5.23	28.19
AMPL	"[""AMPL""]"	nBw464dV7a	2026-05-06 16:05:02	Amplitude Announces First Quarter 2026 Financial Results	Business Wire	86.33	2026-05-06 16:05:02	0.1136	0.1314	0.755	-0.0177	neutral	NO:sentiment_score	NASDAQ	8.15	1.88
XPER	"[""XPER""]"	nBw8Rf6x1a	2026-05-06 16:05:02	Xperi Inc. Announces First Quarter 2026 Results	Business Wire	42.21	2026-05-06 16:05:02	0.0775	0.0766	0.8459	0.0008	neutral	NO:sentiment_score	NYSE	7.11	2.45
ERII	"[""ERII""]"	nBw45X37la	2026-05-06 16:05:02	Energy Recovery Reports its First Quarter 2026 Financial Results and Organizational Updates	Business Wire	51.33	2026-05-06 16:05:02	0.0582	0.0591	0.8827	-0.0008	neutral	NO:sentiment_score	NASDAQ	12.07	4.68
ALTI	"[""ALTI""]"	nBw7KCx8Sa	2026-05-06 16:05:02	AlTi Global, Inc. to Announce First Quarter Financial Results	Business Wire	62.58	2026-05-06 16:05:02	0.1122	0.0794	0.8084	0.0328	neutral	NO:sentiment_score	NASDAQ	3.84	6.37
GDRX	"[""GDRX""]"	nBw4Qt0hFa	2026-05-06 16:05:02	GoodRx Reports First Quarter 2026 Results	Business Wire	89.45	2026-05-06 16:05:02	0.0658	0.0457	0.8885	0.0201	neutral	NO:sentiment_score	NASDAQ	2.64	2.72
LFVN	"[""LFVN""]"	nGNXbRLQWC	2026-05-06 16:05:02	LifeVantage Announces Financial Results for the Third Quarter of Fiscal 2026	Globe Newswire	10.65	2026-05-06 16:05:02	0.0859	0.0791	0.835	0.0068	neutral	NO:sentiment_score	NASDAQ	6.66	18.29
DV	"[""DV""]"	nGNX8qv607	2026-05-06 16:05:03	DoubleVerify Reports First Quarter 2026 Financial Results	Globe Newswire	138.09	2026-05-06 16:05:03	0.142	0.1237	0.7343	0.0183	neutral	NO:sentiment_score	NYSE	11.5	0.44
IMDX	"[""IMDX""]"	nGNX4XZpK4	2026-05-06 16:05:03	iMDx to Release First Quarter 2026 Results on May 13, 2026	Globe Newswire	27.95	2026-05-06 16:05:03	0.0545	0.0392	0.9063	0.0153	neutral	NO:sentiment_score	NASDAQ	5.07	10.7
ARAY	"[""ARAY""]"	nPn5bQ8Vha	2026-05-06 16:05:03	Accuray Reports Fiscal 2026 Third Quarter Financial Results	PR Newswire	113.06	2026-05-06 16:05:03	0.1965	0.1538	0.6497	0.0428	neutral	NO:sentiment_score	NASDAQ	0.49	6.52
NDLS	"[""NDLS""]"	nGNX5C1d9M	2026-05-06 16:05:03	Noodles & Company Announces First Quarter 2026 Financial Results	Globe Newswire	3.58	2026-05-06 16:05:03	0.1324	0.1445	0.7231	-0.0121	neutral	NO:sentiment_score	NASDAQ	15.13	31.57
BRLT	"[""BRLT""]"	nGNXbSMQbW	2026-05-06 16:05:03	Brilliant Earth Reports First Quarter Results	Globe Newswire	14.45	2026-05-06 16:05:03	0.1361	0.1141	0.7498	0.0221	neutral	NO:sentiment_score	NASDAQ	1.54	6.94
RXST	"[""RXST""]"	nGNX699MgV	2026-05-06 16:05:04	RxSight, Inc. Reports First Quarter 2026 Results and Reiterates Full-Year Sales Outlook	Globe Newswire	38.61	2026-05-06 16:05:04	0.0809	0.0343	0.8848	0.0466	neutral	NO:sentiment_score	NASDAQ	7.3	0.55
HNST	"[""HNST""]"	nGNX28ndz8	2026-05-06 16:05:04	The Honest Company Reports First Quarter 2026 Results	Globe Newswire	93.12	2026-05-06 16:05:04	0.065	0.0644	0.8705	0.0006	neutral	NO:sentiment_score	NASDAQ	3.55	4.11
