Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	Exchange	FinBERTCompletedAt	positive	negative	neutral	sentiment_score	label	Trigger	nocoref_neutral_filter	nocoref_confidence_weighted	nocoref_net_score	nocoref_top_k	nocoref_positional	NoCorefCompletedAt	LastDailyClose	itiBaseline	tradeSizeBaseline	Sentiment	ClerkArm	ClerkSentiment	Created	ArrivalDate	CurlTime	MktCap	DailyHigh($)	DailyHigh(%)	Headline-RBscore
YDDL	"[""YDDL""]"	nGNE7mHxW4	2026-05-19 08:30:00	One and One Green Technologies. INC Signs Smelting Equipment Contract to Support Electronic, Copper, and Nickel Sludge Recovery Lines with Production Targeted for Second Half of 2026	Globe Newswire	8.23	NASDAQ	2026-05-19 08:30:00.578351	0.4233	0.0135	0.5632	0.4098	positive	NO:sentiment_score	0.3994	0.458	0.2392	0.7358	0.2784												4.33	5.1	66
AMIX	"[""AMIX""]"	nGNX5zN4HH	2026-05-19 08:30:00	Autonomix Medical, Inc. Granted U.S. Patent for Transvascular Monitoring and Treatment Systems with Real-Time Procedural Validation	Globe Newswire	10.88	NASDAQ	2026-05-19 08:30:00.581515	0.7374	0.0099	0.2527	0.7275	positive	YES	0.3044	0.3347	0.2254	0.7382	0.3245												0.48	50.0	50
VTGN	"[""VTGN""]"	nBw24Plq8a	2026-05-19 08:30:00	Vistagen Appoints Angel S. Angelov, MD, MBA, as Chief Medical Officer	Business Wire	33.78	NASDAQ	2026-05-19 08:30:00.640994	0.0914	0.0372	0.8715	0.0542	positive	NO:sentiment_score	0.2889	0.3936	0.193	0.7049	0.2658												0.64	4.92	50
NXL	"[""NXL""]"	nGNE5Prrnj	2026-05-19 08:30:00	Nexalin Acquires AI-Integrated Digital Health Platform Behind HALO™ Clarity and Nexalin NeuroCare™ Ahead of Planned FDA Pivotal Trial	Globe Newswire	16.33	NASDAQ	2026-05-19 08:30:00.735768	0.1695	0.0115	0.819	0.158	positive	NO:sentiment_score	0.3708	0.4756	0.2706	0.8201	0.3373												0.43	30.3	84
GCL	"[""GCL"", ""GCLWW""]"	nGNX1Smq2t	2026-05-19 08:30:00	GCL Announces Expanded Strategic Investment from ADATA Technology to Accelerate Global Entertainment and Digital Growth	Globe Newswire	15.95	NASDAQ	2026-05-19 08:30:00.972014	0.898	0.0107	0.0913	0.8872	positive	YES	0.4527	0.5452	0.3012	0.8588	0.5638												1.19	176.74	74
CETX	"[""CETX""]"	nGNXbFwy4s	2026-05-19 08:30:00	Cemtrex’s Vicon Secures Approximately $2 Million Order for U.K. Correctional Facility Security Deployment	Globe Newswire	10.07	NASDAQ	2026-05-19 08:30:00.989092	0.7249	0.0453	0.2298	0.6796	positive	NO:sentiment_score	0.4744	0.5796	0.3218	0.8125	0.4251												9.3	19.54	60
OBIO	"[""OBIO""]"	nGNX8jj9rg	2026-05-19 08:30:00	Orchestra BioMed to Participate in the Jefferies Global Healthcare Conference	Globe Newswire	40.29	NASDAQ	2026-05-19 08:30:00.996122	0.2516	0.0235	0.7249	0.228	positive	NO:sentiment_score	0.385	0.438	0.3027	0.6342	0.2771												4.16	4.52	50
PODC	"[""PODC""]"	nGNX263KH7	2026-05-19 08:30:01	PodcastOne (Nasdaq: PODC) Renews Lindsie Chrisley’s The Southern Tea in Multiyear Deal; Podcast Exceeds 2.5 Million Downloads with 248 Episodes to Date	Globe Newswire	4.25	NASDAQ	2026-05-19 08:30:01.281272	0.2737	0.0149	0.7114	0.2588	positive	NO:sentiment_score	0.3119	0.4321	0.1885	0.7959	0.2636												4.18	9.14	60
EZGO	"[""EZGO""]"	nPn43ySCka	2026-05-19 08:30:06	EZGO Technologies Signed Three-Party Strategic Framework Agreement with Autotrax.ai and Zhejiang Hengyuan to Build a U.S.-Assembled Autonomous Vehicle Platform Powered by Lithium Battery and iChassis Technology	PR Newswire	20.72	NASDAQ	2026-05-19 08:30:06.867183	0.7863	0.0108	0.2029	0.7755	positive	YES	0.2809	0.3211	0.181	0.7276	0.2896												3.67	36600.0	80
OPHC	"[""OPHC""]"	nNFC1zJ9d2	2026-05-19 08:30:14	OptimumBank Holdings, Inc. Named Among Nation's Top Community Banks in Raymond James Community Bankers Cup	Newsfile Corp	9.9	NYSE AMERICAN	2026-05-19 08:30:14.925807	0.7371	0.0217	0.2412	0.7155	positive	YES	0.5252	0.5839	0.383	0.8142	0.4655												5.51	1.1	50
SSII	"[""SSII"", ""APPT""]"	nNFC6vbzbc	2026-05-19 08:30:18	UBERDOC Health Technologies Announces Appointment of John Dvor to Board of Directors	Newsfile Corp	32.59	NASDAQ	2026-05-19 08:30:18.167275	0.0798	0.0771	0.8431	0.0026	neutral	NO:sentiment_score	0.3151	0.3923	0.2361	0.721	0.3021												4.1	2.5	50
AGD	"[""AGD""]"	nNFC72fTXY	2026-05-19 08:30:18	Austral Gold Commences 8,500m Drilling Program at Casposo	Newsfile Corp	26.12	ASX	2026-05-19 08:30:18.566273	0.1619	0.0233	0.8148	0.1386	positive	NO:sentiment_score	0.2644	0.3094	0.1581	0.6824	0.224														50
HPAI	"[""HPAI"", ""HPAIW""]"	nGNX4zSGlC	2026-05-19 08:31:00	Helport AI Announces Strategic Board Appointment of Former U.S. Bank Executive Dr. Yu Pan	Globe Newswire	7.88	NASDAQ	2026-05-19 08:31:00.176140	0.1164	0.0389	0.8448	0.0775	positive	NO:sentiment_score	0.3081	0.4096	0.241	0.6707	0.2223												1.52	32.17	66
XPON	"[""XPON""]"	nGNX2mjBj2	2026-05-19 08:31:00	Expion360 Deepens Forest River Relationship, Adding Georgetown and Dynamax Grand Sport Lines	Globe Newswire	10.43	NASDAQ	2026-05-19 08:31:00.233779	0.4772	0.0142	0.5087	0.463	positive	NO:sentiment_score	0.4028	0.5368	0.3442	0.8138	0.5511												0.54	0.0	50
LASE	"[""LASE""]"	nACSHsTwSa	2026-05-19 08:31:01	Laser Photonics and Fonon Technologies Invited to Present Laser Shield Anti-Drone System at Special Operations Forces Week	ACCESSWIRE	19.83	NASDAQ	2026-05-19 08:31:01.064464	0.2525	0.0092	0.7383	0.2433	positive	NO:sentiment_score	0.3495	0.4428	0.2148	0.7949	0.2356												0.92	5.75	50
DUOT	"[""DUOT""]"	nGNX97kHvy	2026-05-19 08:35:00	Duos Edge AI to Host Lubbock Edge Data Center Open House	Globe Newswire	26.04	NASDAQ	2026-05-19 08:35:00.238729	0.2536	0.0348	0.7116	0.2187	positive	NO:sentiment_score	0.4879	0.5318	0.3596	0.7363	0.3123												8.94	5.42	63
SUPX	"[""SUPX""]"	nPnb7ZPrba	2026-05-19 08:41:20	Juni Surpasses 8,000 Retail Doors, Expands Across Kroger Family Banners	PR Newswire	8.77	NASDAQ	2026-05-19 08:41:20.032212	0.7778	0.0088	0.2134	0.769	positive	YES	0.5239	0.5739	0.373	0.8199	0.5323												10.5	4.37	50
PPCB	"[""PPCB""]"	nGNX620t1z	2026-05-19 08:45:00	Propanc Biopharma Engages European CDMO for GMP Production of PRP for Phase 1b, FIH Study in 30 – 40 Advanced Cancer Patients	Globe Newswire	13.65	NASDAQ	2026-05-19 08:45:00.244661	0.4213	0.015	0.5636	0.4063	positive	NO:sentiment_score	0.4002	0.5054	0.2743	0.7974	0.4085												2.16	5.88	58
MCRP	"[""MCRP""]"	nGNX6T2GC1	2026-05-19 08:45:00	Micropolis Receives Notification from NYSE American Regarding Delayed Annual Report Filing	Globe Newswire	10.32	NYSE AMERICAN	2026-05-19 08:45:00.310056	0.0892	0.1908	0.7199	-0.1016	negative	NO:sentiment_score	-0.1143	-0.0998	-0.0284	0.3274	-0.1024												2.78	-1.07	50
OGEN	"[""OGEN""]"	nGNX60SWhj	2026-05-19 08:45:00	Oragenics to Present at Sidoti’s Micro-Cap Virtual Investor Conference May 20-21	Globe Newswire	4.32	NYSE AMERICAN	2026-05-19 08:45:00.402071	0.0685	0.0184	0.9132	0.0501	positive	NO:sentiment_score	0.2577	0.3347	0.1776	0.6769	0.1845												0.59	0.0	42
SOR	"[""SOR""]"	nPNA6MbkTa	2026-05-19 08:46:18	SOR Targets First Breath-Powered Phone Call	PR Newswire	7.16	ASX	2026-05-19 08:46:18.593789	0.1148	0.0141	0.8712	0.1007	positive	NO:sentiment_score	0.3354	0.4291	0.2542	0.8251	0.2456														50
SMID	"[""SMID""]"	nBw8XVYpna	2026-05-19 08:51:00	REG-First Trust Global Funds PLC Net Asset Value(s)	Business Wire	4.57	LSE	2026-05-19 08:51:00.136954	0.0738	0.0729	0.8534	0.0009	neutral	NO:sentiment_score	0.7489	0.4307	0.1567	0.2912	0.1638														50
SPCB	"[""SPCB"", ""50S""]"	nPn1yT3Dya	2026-05-19 08:59:11	SuperCom to Present at Sidoti Virtual Investor Conference	PR Newswire	3.79	NASDAQ	2026-05-19 08:59:11.126399	0.101	0.0255	0.8735	0.0755	positive	NO:sentiment_score	0.1872	0.1524	0.0976	0.2486	0.0912												11.11	3.06	42
RDZN	"[""RDZN""]"	nGNX6mk0zh	2026-05-19 09:00:00	Roadzen to Present at the William Blair 46th Annual Growth Stock Conference on Wednesday, June 3, 2026	Globe Newswire	48.85	NASDAQ	2026-05-19 09:00:00.491771	0.0907	0.0193	0.89	0.0714	positive	NO:sentiment_score	0.1998	0.2187	0.1263	0.4673	0.1588												1.78	1.71	58
SOAR	"[""SOAR""]"	nBw6MW1QKa	2026-05-19 09:00:00	Volato Group Eliminates All Outstanding Convertible Notes; ATM Capacity Fully Utilized	Business Wire	15.61	NYSE AMERICAN	2026-05-19 09:00:00.502271	0.7182	0.0258	0.2559	0.6924	positive	NO:sentiment_score	0.1631	0.1801	0.0882	0.756	0.0851												0.18	20.0	60
LUD	"[""LUD""]"	nGNX3yrhGX	2026-05-19 09:00:00	Luda Technology Group Limited Announces Appointment of Authorized Agents Across Brazil, Colombia, Bolivia, Ecuador and Malaysia to Accelerate Global Expansion	Globe Newswire	2.6899	NYSE AMERICAN	2026-05-19 09:00:00.530065	0.812	0.01	0.178	0.802	positive	YES	0.3775	0.4815	0.2178	0.8184	0.3754												5.85	-0.51	50
MDBH	"[""MDBH""]"	nGNE8k1GT4	2026-05-19 09:00:00	PatentVest Launches New Case Studies Section Featuring Strategic AI IP Engagement with Docana	Globe Newswire	4.57	NASDAQ	2026-05-19 09:00:00.701136	0.1937	0.0186	0.7877	0.175	positive	NO:sentiment_score	0.3105	0.3422	0.1945	0.6239	0.2714												3.9	20.37	66
IPW	"[""IPW""]"	nGNX7zVWnp	2026-05-19 09:00:00	iPower Launches AI Infrastructure Strategy	Globe Newswire	0.59	NASDAQ	2026-05-19 09:00:00.764359	0.1199	0.0279	0.8521	0.092	positive	NO:sentiment_score	0.3192	0.3363	0.2821	0.7742	0.2692												7.36	6.98	74
JAGX	"[""JAGX""]"	nACSX3R47a	2026-05-19 09:00:01	Jaguar Health Announces Active Treatment Only Continuation of Pivotal Multicenter Clinical Trial in Pediatric Patients with Microvillus Inclusion Disease (MVID) to Support a New Drug Application (NDA) for Liquid Oral Crofelemer 	ACCESSWIRE	9.03	NASDAQ	2026-05-19 09:00:01.281913	0.7724	0.0243	0.2033	0.7481	positive	YES	0.2761	0.3576	0.1933	0.7389	0.2171												3.7	4.82	58
WLDS	"[""WLDS""]"	nGNE9xJTGW	2026-05-19 09:00:01	Wearable Devices and Meta-Bounds Bring Neural Control to AR Glasses at Augmented World Expo 2026 	Globe Newswire	3.4	NASDAQ	2026-05-19 09:00:01.493438	0.1495	0.0228	0.8277	0.1267	positive	NO:sentiment_score	0.287	0.3589	0.2292	0.7208	0.3217												0.86	0.0	50
SVCO	"[""SVCO""]"	nGNX3rqfPr	2026-05-19 09:00:02	Silvaco Announces Immediate Availability of Mixel MIPI C-PHY/D-PHY Combo IP on TSMC N2P Process 	Globe Newswire	11.33	NASDAQ	2026-05-19 09:00:02.370204	0.2041	0.0112	0.7847	0.1929	positive	NO:sentiment_score	0.3862	0.4302	0.2263	0.7604	0.281												9.5	0.53	50
BMRA	"[""BMRA""]"	nBwvMGXka	2026-05-19 09:00:02	ConsumerDirect Expands Executive Team with Appointment of Gary Lu, CPA as Chief Financial Officer	Business Wire	2.63	NASDAQ	2026-05-19 09:00:02.383814	0.396	0.02	0.5841	0.376	positive	NO:sentiment_score	0.4191	0.4957	0.2459	0.784	0.2758												2.4	6.67	50
WYY	"[""WYY""]"	nGNX994mfw	2026-05-19 09:00:03	WidePoint Corporation Announces the Rescheduling of its 2026 Annual Meeting of Stockholders	Globe Newswire	8.17	NYSE AMERICAN	2026-05-19 09:00:03.309616	0.0478	0.0942	0.858	-0.0465	neutral	NO:sentiment_score	0.0418	-0.0143	0.0295	0.2072	-0.0076												10.23	6.12	50
PDC	"[""PDC""]"	nBw9d2nwza	2026-05-19 09:00:03	Perpetuals Launches UpsideOnly, the Trading and Market Prediction Platform Where Users Can’t Lose	Business Wire	3.02	NASDAQ	2026-05-19 09:00:03.326429	0.0838	0.0191	0.8971	0.0648	positive	NO:sentiment_score	0.0814	0.0183	0.0668	0.2956	0.0547												7.41	-1.07	56
EHLD	"[""EHLD""]"	nGNX2WdY5L	2026-05-19 09:00:03	EuroHoldings Ltd. Sets Date for the Release of First Quarter 2026 Results, Conference Call and Webcast	Globe Newswire	1.2	NASDAQ	2026-05-19 09:00:03.750989	0.0538	0.0294	0.9167	0.0244	neutral	NO:sentiment_score	0.0715	0.059	0.0516	0.0868	0.0535												8.58	0.0	50
GRO	"[""GRO""]"	nGNX67bcz0	2026-05-19 09:00:04	Brazil Potash Signs MOU With Gera Center for 28-Year BOOT Power Contract, Delivering ~$10 Million in Net Savings and Eliminating ~$33 Million in Upfront Construction Capital	Globe Newswire	40.11	NYSE AMERICAN	2026-05-19 09:00:04.552478	0.8899	0.0198	0.0903	0.87	positive	YES	0.3199	0.4014	0.2893	0.803	0.3726												2.75	4.56	86
FEED	"[""FEED""]"	nGNXbx9T0c	2026-05-19 09:00:05	ENvue Medical to Showcase ENvue™ Navigation Platform at AACN NTI 2026	Globe Newswire	2.86	NASDAQ	2026-05-19 09:00:05.076346	0.2395	0.0104	0.7501	0.2292	positive	NO:sentiment_score	0.3098	0.4416	0.259	0.7976	0.3638												1.03	0.98	56
USEA	"[""USEA"", ""YS9""]"	nGNXbGv6VZ	2026-05-19 09:00:05	United Maritime Announces the Date for the First Quarter Ended March 31, 2026, Financial Results	Globe Newswire	7.1	NASDAQ	2026-05-19 09:00:05.078839	0.0458	0.0596	0.8946	-0.0139	neutral	NO:sentiment_score	0.03	0.0324	0.0285	0.11	0.0399												2.3	1.32	50
HLP	"[""HLP""]"	nPn58LFqga	2026-05-19 09:00:15	Hongli Group Inc. Plans to Establish New Energy Solid-State Battery Division to Explore Opportunities in Advanced Materials and Energy Storage	PR Newswire	47.45	NASDAQ	2026-05-19 09:00:15.509855	0.1638	0.012	0.8242	0.1518	positive	NO:sentiment_score	0.2895	0.3643	0.1719	0.778	0.2325												1.03	9.57	50
ATRA	"[""ATRA""]"	nPn9v1Tgba	2026-05-19 09:00:15	ATRA UPCOMING DEADLINE : The Gross Law Firm Alerts Atara Biotherapeutics, Inc. Stockholders of Securities Class Action - Contact the Firm	PR Newswire	4.86	NASDAQ	2026-05-19 09:00:15.776346	0.0887	0.0937	0.8176	-0.005	neutral	NO:sentiment_score	-0.042	-0.0337	0.0058	0.1266	-0.0188												9.6	5.49	0
PHR	"[""PHR""]"	nPn5SzVx6a	2026-05-19 09:00:18	PHR Shareholder Alert: July 13, 2026 Lead Plaintiff Deadline in Phreesia, Inc. Securities Class Action - Contact The Gross Law Firm	PR Newswire	46.13	NYSE	2026-05-19 09:00:18.441569	0.0661	0.0791	0.8549	-0.013	neutral	NO:sentiment_score	-0.3074	-0.4298	-0.107	0.1266	-0.1425												9.42	4.2	0
UHG	"[""UHG"", ""6PO""]"	nPn2Nvgcca	2026-05-19 09:00:33	UHG DEADLINE: The Gross Law Firm Reminds United Homes Group, Inc. Investors of Upcoming Securities Class Action Deadline	PR Newswire	11.21	NASDAQ	2026-05-19 09:00:33.761534	0.1395	0.1716	0.6889	-0.0321	neutral	NO:sentiment_score	0.0132	0.0079	0.0229	0.1266	0.0106														0
CODX	"[""CODX""]"	nPn6JMxpHa	2026-05-19 09:00:44	Co-Diagnostics Develops Ebola Assay Strategy Following Recent Global Outbreak Alert	PR Newswire	3.29	NASDAQ	2026-05-19 09:00:44.113105	0.1972	0.0137	0.7891	0.1836	positive	NO:sentiment_score	0.286	0.4037	0.2003	0.8003	0.2762												2.75	100.73	43
XTIA	"[""XTIA""]"	nPnmHJzQa	2026-05-19 09:00:47	XTI Aerospace's Drone Nerds Business Adds Agremo Crop Monitoring and Field Analytics Platform to Enterprise Software Portfolio	PR Newswire	38.43	NASDAQ	2026-05-19 09:00:47.576497	0.1976	0.0114	0.791	0.1862	positive	NO:sentiment_score	0.191	0.2539	0.1261	0.7728	0.2272												1.72	0.58	56
ARAI	"[""ARAI""]"	nACSjsjbBa	2026-05-19 09:05:43	Arrive AI Advances Shareholder-Friendly Capital Strategy with Streeterville Standstill Agreement	ACCESSWIRE	8.3	NASDAQ	2026-05-19 09:05:43.300675	0.6188	0.0134	0.3678	0.6054	positive	NO:sentiment_score	0.4667	0.5724	0.2578	0.8761	0.3372												0.72	14.29	66
KELYA	"[""KELYA""]"	nGNX2c24xM	2026-05-19 09:09:24	Kelly Named No. 2 on Forbes' 2026 Lists of America's Best Temporary Staffing and Best Professional Recruiting Firms	Globe Newswire	28.81	NASDAQ	2026-05-19 09:09:24.199114	0.3669	0.0322	0.6009	0.3347	positive	NO:sentiment_score	0.3759	0.4632	0.2922	0.7521	0.3871												10.91	12.59	45
LEXX	"[""LEXX""]"	nACSCHDcWa	2026-05-19 09:15:00	Lexaria Receives Independent Review Board Approval to Begin Human Pilot Study #7	ACCESSWIRE	24.06	NASDAQ	2026-05-19 09:15:00.964665	0.5183	0.0104	0.4713	0.5079	positive	NO:sentiment_score	0.3169	0.4191	0.1982	0.8288	0.3487												0.61	0.0	50
LOOP	"[""LOOP""]"	nACSWC3T0a	2026-05-19 09:16:45	Loop Industries Secures Gujarat Government Alignment Supporting First Commercial Deployment and Multi-Phase India Expansion	ACCESSWIRE	26.38	NASDAQ	2026-05-19 09:16:45.711320	0.8348	0.019	0.1462	0.8158	positive	YES	0.3812	0.4644	0.2426	0.8504	0.4138												1.46	8.15	68
MAMO	"[""MAMO""]"	nPn6MYQ1na	2026-05-19 09:20:00	Massimo Group Begins Revenue-Generating Fulfillment for Large-Scale Tractor Supply Retail Program	PR Newswire	8.87	NASDAQ	2026-05-19 09:20:00.108868	0.2801	0.0114	0.7085	0.2688	positive	NO:sentiment_score	0.5349	0.6156	0.3793	0.8097	0.5139												1.01	1.0	58
TOMZ	"[""TOMZ""]"	nGNXbqfpWf	2026-05-19 09:20:00	TOMI™ Environmental Solutions Mobilizes SteraMist iHP Technology in Response to Emerging Global Pathogen Threats	Globe Newswire	11.66	NASDAQ	2026-05-19 09:20:00.200049	0.3198	0.0112	0.6689	0.3086	positive	NO:sentiment_score	0.271	0.3277	0.2023	0.7035	0.3742												0.8	15.94	50
IMPP	"[""IMPP""]"	nGNX2Pg9xh	2026-05-19 09:20:00	Imperial Petroleum Inc. Announces the Date for the Release of the First Qurarter 2026 Financial and Operating Results, Conference Call and Webcast	Globe Newswire	31.38	NASDAQ	2026-05-19 09:20:00.371759	0.0494	0.0283	0.9223	0.021	neutral	NO:sentiment_score	0.0873	0.0643	0.0502	0.1237	0.0451												5.14	3.21	50
KSCP	"[""KSCP""]"	nBw6KmK6Za	2026-05-19 09:30:00	Knightscope Announces Nearly $4 Million in New and Recurring Contracts	Business Wire	14.22	NASDAQ	2026-05-19 09:30:00.120273	0.2977	0.0181	0.6842	0.2796	positive	NO:sentiment_score	0.1839	0.1496	0.119	0.6113	0.1631												2.88	3.23	68
DYAI	"[""DYAI""]"	nGNX8kdL8b	2026-05-19 09:35:00	Dyadic Applied BioSolutions Announces Participation in Sidoti Virtual Investor Conference	Globe Newswire	27.08	NASDAQ	2026-05-19 09:35:00.253607	0.2665	0.0183	0.7152	0.2481	positive	NO:sentiment_score	0.2183	0.2158	0.1142	0.3415	0.1154												0.75	4.17	42
MOBX	"[""MOBX""]"	nBw46sYQJa	2026-05-19 09:40:00	Mobix Labs Extinguishes $4M Convertible Debt	Business Wire	8.55	NASDAQ	2026-05-19 09:40:00.127666	0.2009	0.025	0.774	0.1759	positive	NO:sentiment_score	0.2195	0.3042	0.1193	0.3262	0.1415												2.56	6.67	60
AMG	"[""AMG""]"	nBw63SlNSa	2026-05-19 10:01:00	REG-Qube Research & Technologies LTD Form 8.3	Business Wire	25.59	EURONEXT AMSTERDAM	2026-05-19 10:01:00.226991	0.0848	0.0269	0.8883	0.058	positive	NO:sentiment_score	-0.0432	-0.0082	0.0262	-0.0432	0.0203														50
OWLS	"[""OWLS""]"	nGNX3TXFvl	2026-05-19 10:07:40	OwlTing Group (NASDAQ: OWLS) Introduces Booking Engine for Agent Checkout, Bringing End-to-End AI Agent Bookings to the Hospitality Industry	Globe Newswire	16.98	NASDAQ	2026-05-19 10:07:40.232976	0.1909	0.014	0.7951	0.177	positive	NO:sentiment_score	0.2389	0.3025	0.1701	0.7396	0.1968												5.68	1.07	58
NTHI	"[""NTHI""]"	nGNX8pNlrx	2026-05-19 10:28:20	NeOnc Technologies Gains Growing Institutional Support Ahead of Key Brain Cancer Clinical Milestones	Globe Newswire	4.38	NASDAQ	2026-05-19 10:28:20.179277	0.9277	0.0132	0.0591	0.9146	positive	YES	0.5051	0.5803	0.3643	0.8551	0.5564												5.75	7.68	68
INM	"[""INM""]"	nBw7Xcwkha	2026-05-19 10:56:00	INM Stock Alert: Halper Sadeh LLC is Investigating Whether InMed Pharmaceuticals, Inc. is Obtaining a Fair Price for its Shareholders	Business Wire	3.31	NASDAQ	2026-05-19 10:56:00.132945	0.1221	0.134	0.7439	-0.012	neutral	NO:sentiment_score	0.1533	0.2597	0.12	0.4809	0.1069												2.09	207.35	15
ATOS	"[""ATOS""]"	nGNX4pxc3V	2026-05-19 11:09:17	Atos Selected by Viasat to Modernize Global Digital Workplace Operations	Globe Newswire	8.52	EURONEXT PARIS	2026-05-19 11:09:17.172288	0.2858	0.01	0.7042	0.2758	positive	NO:sentiment_score	0.5675	0.6338	0.4595	0.8508	0.5621														50
BRAI	"[""BRAI""]"	nPRrJ4469a	2026-05-19 11:47:56	REG-BlackRock American Income Trust Plc: Issue of Equity	PR Newswire	17.7	LSE	2026-05-19 11:47:56.574686	0.0606	0.0415	0.8979	0.0191	neutral	NO:sentiment_score	0.0	0.047	0.0398	0.0605	0.0426														50
SBFM	"[""SBFM""]"	nACS7SsKha	2026-05-19 12:08:45	Sunshine Biopharma Inc. Announces Closing of up to $18.0 Million Public Offering	ACCESSWIRE	4.8	NASDAQ	2026-05-19 12:08:45.797576	0.051	0.0303	0.9187	0.0208	neutral	NO:sentiment_score	0.2252	0.193	0.085	0.5161	0.0981												6.63	44.13	72
ACXP	"[""ACXP""]"	nACS1RqMxa	2026-05-19 12:25:46	Acurx Pharmaceuticals (NASDAQ: ACXP) Highlights FDA's New CDI Guidance That Could Accelerate Approval Path for Ibezapolstat	ACCESSWIRE	3.37	NASDAQ	2026-05-19 12:25:46.727940	0.8493	0.0119	0.1389	0.8374	positive	YES	0.4939	0.5934	0.3572	0.7816	0.375												1.99	11.8	50
AARD	"[""AARD""]"	nPn697nP8a	2026-05-19 12:30:00	Aardvark Therapeutics (AARD) Faces Investor Scrutiny Amid 56% Drop On Clinical Pause For Lead Drug Candidate- Hagens Berman	PR Newswire	12.07	NASDAQ	2026-05-19 12:30:00.368090	0.123	0.8344	0.0425	-0.7114	negative	NO:sentiment_score	-0.0183	-0.091	-0.0034	0.378	-0.0673												4.68	9.35	42
SACH	"[""SACH""]"	nBwc7BNcFa	2026-05-19 12:40:00	Sachem Capital Investor Alert: Kahn Swick & Foti, LLC Investigates Merger of Sachem Capital Corp. - SACH	Business Wire	45.29	NYSE AMERICAN	2026-05-19 12:40:00.135191	0.0847	0.0678	0.8475	0.0168	neutral	NO:sentiment_score	0.0761	0.0495	0.0444	0.1019	0.0504												1.45	4.32	7
CREG	"[""CREG""]"	nGNX5l35Tm	2026-05-19 13:35:00	Smart Powerr Corp. Announces $2 Million Registered Direct Offering 	Globe Newswire	22.51	NASDAQ	2026-05-19 13:35:00.153920	0.1172	0.0178	0.8651	0.0994	positive	NO:sentiment_score	0.2578	0.2628	0.14	0.5502	0.1559												7.88	1.03	72
TTGT	"[""TTGT""]"	nBw27C6wwa	2026-05-19 13:59:00	Informa TechTarget Celebrates its Best Journalism Awards Performance to Date, With 57 Award Wins Across Three Prestigious Editorial Awards Programs	Business Wire	29.15	NASDAQ	2026-05-19 13:59:00.124530	0.6764	0.0452	0.2783	0.6312	positive	NO:sentiment_score	0.3847	0.5001	0.2774	0.886	0.4227												5.04	12.0	50
ACHV	"[""ACHV""]"	nGNX4kFMKz	2026-05-19 14:15:00	Achieve Life Sciences Presents Safety Data from 52 Weeks of Continuous Cytisinicline Treatment	Globe Newswire	46.59	NASDAQ	2026-05-19 14:15:00.246310	0.2527	0.031	0.7163	0.2218	positive	NO:sentiment_score	0.2658	0.3426	0.1776	0.8011	0.2668												4.91	3.37	55
INM	"[""INM""]"	nPn2xdblSa	2026-05-19 14:22:19	/C O R R E C T I O N -- InMed Pharmaceuticals/	PR Newswire	3.31	NASDAQ	2026-05-19 14:22:19.677705	0.0873	0.0417	0.871	0.0456	neutral	NO:sentiment_score	0.3665	0.4179	0.181	0.869	0.289												2.09	207.35	50
