Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	positive	negative	neutral	sentiment_score	label	Trades/sec	Trigger	Exchange	DailyHigh($)	DailyHigh(%)	FinBERTCompletedAt	body_sentiment	BodyCompletedAt	body_duration_ms	neutral_filter	confidence_weighted	net_score	top_k	positional	recommended
RBNE	"[""RBNE""]"	nGNX6zNCpv	2026-05-04 09:00:01	Robin Energy Announces the Sale of the M/T Wonder Mimosa for a Price of $12.8 Million with an Expected Net Gain of $6.7 Million	Globe Newswire	6.94	0.2023	0.013	0.7847	0.1893	positive		NO:sentiment_score,Trades/sec	NASDAQ	1.7	4.94					0.3994	0.4389	0.1845	0.2653	0.2709	0.5487
PDYN	"[""PDYN""]"	nBw5jSY3ra	2026-05-04 09:00:02	Palladyne AI Selected as One of 14 Companies for AFRL’s Relentless Wolfpack Industry Day, Advancing Networked Collaborative Autonomous Weapon Systems	Business Wire	34.13	0.5564	0.0153	0.4283	0.5412	positive		NO:Trades/sec	NASDAQ	6.8	7.42					0.3043	0.3994	0.2626	0.6075	0.3444	0.4183
GIGM	"[""GIGM""]"	nPn3Y9XNpa	2026-05-04 09:00:04	GigaMedia Announces First-Quarter 2026 Financial Results	PR Newswire	6.02	0.0896	0.1017	0.8088	-0.0121	neutral		NO:sentiment_score,Trades/sec	NASDAQ	1.44	-0.69					0.1341	0.1964	0.0808	0.391	-0.0347	0.2461
SCKT	"[""SCKT""]"	nPnbk1tSZa	2026-05-04 09:00:20	Socket Mobile Brings Professional Cordless Scanning and Apple Wallet Pass Reading to Mac with SM Link	PR Newswire	5.22	0.241	0.0091	0.75	0.2319	positive	0.000573888091822	YES	NASDAQ	0.99	12.5					0.562	0.4827	0.3186	0.3186	0.5089	0.562
AURA	"[""AURA""]"	nGNX5wyngd	2026-05-04 09:03:06	Aura Biosciences Announces Pricing of $260 Million Public Offering of Common Stock and Pre-funded Warrants	Globe Newswire	44.71	0.1633	0.0109	0.8258	0.1525	positive	0.0056028686687584	NO:sentiment_score	NASDAQ	8.49	21.11					0.1412	0.1223	0.1018	0.1412	0.1532	0.1548
OPTX	"[""OPTX""]"	nGNXbhZstm	2026-05-04 09:09:18	Syntec Optics (Nasdaq: OPTX) Quadruples Space Optics Production; Expands Space Portfolio in Growing Space Economy	Globe Newswire	6.23	0.8467	0.0099	0.1434	0.8367	positive	0.0078308535630383	YES	NASDAQ	9.14	7.53					0.1641	0.1698	0.1641	0.1641	0.1702	0.1698
AVD	"[""AVD""]"	nACS7Gjbga	2026-05-04 09:10:25	American Vanguard Announces Date of First Quarter 2026 Earnings Release and Webcast Conference Call	ACCESSWIRE	26.7	0.0621	0.0278	0.9101	0.0344	neutral	0.0010500957440237	NO:sentiment_score	NYSE	2.96	2.07					0.0	-0.0031	-0.0015	-0.0015	-0.0097	0.0
MNDR	"[""MNDR""]"	nNFC52BqQD	2026-05-04 09:15:59	Mobile-health Network Solutions Enters into Non-Binding US$119 Million Strategic Framework with Hector Capital to Acquire BIMA and M&M Helix, Accelerating AI-powered Healthcare Expansion across Asia and Africa	Newsfile Corp	3.21	0.771	0.0146	0.2144	0.7565	positive	77.0	YES	NASDAQ	1.74	87.1					0.7532	0.7532	0.7532	0.7532	0.7532	0.7532
TZOO	"[""TZOO""]"	nPn6nqv9ha	2026-05-04 09:30:02	Club Offers for Travel Enthusiasts in the U.S.	PR Newswire	7.03	0.0935	0.0186	0.8879	0.0749	positive	0.0026713243604233	NO:sentiment_score	NASDAQ	10.14	2.53					0.7111	0.5778	0.2534	0.2534	0.5481	0.7111
LNAI	"[""LNAI""]"	nPn5R2hja	2026-05-04 09:35:00	Lunai Bioworks Completes $20 Million Preferred Issuance to Acquire CNS Delivery and Neurotherapeutic IP	PR Newswire	19.89	0.2078	0.0155	0.7767	0.1923	positive	5.0	NO:sentiment_score	NASDAQ	3.8	21.79					0.4355	0.5638	0.368	0.6245	0.4349	0.5838
OWLS	"[""OWLS""]"	nGNX6JFtzd	2026-05-04 10:07:50	OwlTing Group (NASDAQ: OWLS) Launches OwlPay Agent Wallet, Targeting the Emerging Multi-Trillion-Dollar Agentic Commerce Economy	Globe Newswire	16.98	0.1424	0.0164	0.8412	0.126	positive	0.0252844500632111	NO:sentiment_score	NASDAQ	6.13	1.66					0.4414	0.4806	0.2812	0.4414	0.1479	0.5346
VTAK	"[""VTAK""]"	nGNX3XSxmG	2026-05-04 10:30:00	Flyte Increases Capacity and Launches Hiring Initiative as Spirit Airlines Shutdown Disrupts U.S. Air Travel	Globe Newswire	1.97	0.4248	0.2234	0.3518	0.2013	positive	2.857142857142857	YES	NYSE American	0.99	4.21					0.336	0.3043	0.336	0.336	0.2406	0.3043
ABEO	"[""ABEO""]"	nGNX2k1PFh	2026-05-04 10:52:23	Abeona Therapeutics® Announces New Employee Inducement Grants Under Nasdaq Listing Rule 5635(c)(4)	Globe Newswire	48.32	0.2166	0.0238	0.7596	0.1928	positive		NO:sentiment_score,Trades/sec	NASDAQ	6.13	12.89					0.8807	0.7128	0.3301	0.3301	0.4614	0.8807
PHR	"[""PHR""]"	nACS95p0Ba	2026-05-04 11:00:01	Bronstein, Gewirtz & Grossman, LLC Encourages Phreesia, Inc. (PHR) Shareholders to Inquire about Securities Investigation	ACCESSWIRE	46.13	0.22	0.0363	0.7438	0.1837	positive	1.3243243243243243	NO:sentiment_score	NYSE	9.93	2.69					-0.0411	-0.2046	-0.0137	0.3494	-0.0705	-0.2818
KELYA	"[""KELYA""]"	nGNX1hWz3	2026-05-04 11:09:22	Kelly Education Names 2026 Substitute Educators of the Year, Expanding Program to Honor Runner-Ups for the First Time	Globe Newswire	28.81	0.7472	0.0152	0.2376	0.7321	positive	0.2352941176470588	YES	NASDAQ	9.89	2.49					0.2228	0.2228	0.2228	0.2228	0.2228	0.2228
III	"[""III""]"	nBw4gT21ha	2026-05-04 11:15:00	ISG to Ring Nasdaq Closing Bell	Business Wire	33.28	0.0914	0.0728	0.8358	0.0186	neutral	0.2110091743119266	NO:sentiment_score	NASDAQ	4.25	3.16					0.5036	0.5634	0.3527	0.7679	0.3819	0.6088
JUNS	"[""JUNS""]"	nNFC2279ks	2026-05-04 11:30:16	Jupiter Neurosciences, Inc. to Present at The Market Movers Investor Summit	Newsfile Corp	15.48	0.0952	0.0167	0.8881	0.0784	positive	0.0498753117206982	NO:sentiment_score	NASDAQ	0.42	7.69					0.2168	0.2254	0.2168	0.2168	0.1869	0.2254
HOLO	"[""HOLO""]"	nGNX4lN8t3	2026-05-04 11:40:00	MicroCloud Hologram Inc. Efficient Deterministic Quantum State Preparation Algorithm Based on Decision Diagrams	Globe Newswire	22.3	0.1032	0.0127	0.8842	0.0905	positive	0.56	NO:sentiment_score	NASDAQ	1.8	9.09					0.2668	0.1545	0.092	0.2047	0.2719	0.2703
GEMI	"[""GEMI""]"	nGNX5vFHR7	2026-05-04 11:45:00	Gemini Space Station, Inc. (GEMI) Class Action Lawsuit Seeks Recovery for Investors; May 15, 2026, Deadline - Contact Kessler Topaz Meltzer & Check, LLP	Globe Newswire	38.2	0.249	0.1215	0.6295	0.1275	positive	0.3174603174603174	NO:sentiment_score	NASDAQ	5.0	5.26					-0.1019	-0.1843	-0.0387	0.5922	-0.0631	-0.2358
ATRA	"[""ATRA""]"	nGNX5zbWqH	2026-05-04 12:00:00	Deadline Alert: Atara Biotherapeutics, Inc. (ATRA) Shareholders Who Lost Money Urged To Contact Glancy Prongay Wolke & Rotter LLP About Securities Fraud Lawsuit	Globe Newswire	4.86	0.1121	0.4229	0.465	-0.3108	negative	0.8888888888888888	NO:sentiment_score	NASDAQ	5.02	9.13					-0.2678	-0.4299	-0.1795	-0.0264	-0.243	-0.476
CHOW	"[""CHOW""]"	nGNX45hKZh	2026-05-04 12:00:00	Bronstein, Gewirtz & Grossman LLC Urges ChowChow Cloud International Holdings Ltd. Investors to Act: Class Action Filed Alleging Investor Harm	Globe Newswire	10.64	0.1333	0.3273	0.5394	-0.194	negative	0.0112	NO:sentiment_score	NYSE American	0.44	4.76					0.0415	0.0511	0.0356	0.3343	0.0009	0.0563
FCHL	"[""FCHL""]"	nGNX9RzBtx	2026-05-04 12:00:00	Bronstein, Gewirtz & Grossman LLC Urges Fitness Champs Holdings Ltd. Investors to Act: Class Action Filed Alleging Investor Harm	Globe Newswire	0.35	0.144	0.192	0.664	-0.048	neutral	0.1162790697674418	NO:sentiment_score	NASDAQ	3.65	43.7					0.0104	0.0073	0.0191	0.332	-0.0293	-0.0005
YOOV	"[""YOOV""]"	nNFC3Sh1kG	2026-05-04 12:00:45	Bronstein, Gewirtz & Grossman LLC Urges Concorde International Group, Ltd. Investors to Act: Class Action Filed Alleging Investor Harm	Newsfile Corp	5.91	0.1477	0.274	0.5783	-0.1263	negative	0.003183699458771	NO:sentiment_score	NASDAQ	1.63	4.49					0.0466	0.0519	0.0402	0.3341	-0.0018	0.0565
EDHL	"[""EDHL""]"	nGNX6lskNr	2026-05-04 12:07:44	EDHL Investors Have Opportunity to Join Everbright Digital Holding Limited Fraud Investigation with the Schall Law Firm	Globe Newswire	0.5412	0.2228	0.0198	0.7575	0.203	positive	0.0034879665155214	YES	NASDAQ	2.67	22.48					-0.0666	-0.0666	-0.0666	-0.0666	-0.0666	-0.0666
KVHI	"[""KVHI""]"	nGNX9jXBs8	2026-05-04 12:42:26	KVH Industries to Host First Quarter Conference Call on May 6, 2026	Globe Newswire	11.31	0.082	0.0187	0.8993	0.0633	positive	0.0525059665871121	NO:sentiment_score	NASDAQ	9.72	5.19					0.0	0.0191	0.0191	0.0191	0.0191	0.0
RDZN	"[""RDZN""]"	nGNX1K4s9D	2026-05-04 15:27:19	Roadzen Announces Pricing of $8 Million Registered Direct Offering of Ordinary Shares	Globe Newswire	48.85	0.1595	0.02	0.8204	0.1395	positive	26.0	NO:sentiment_score	NASDAQ	2.51	11.56					0.3727	0.3843	0.275	0.4689	0.283	0.4207
GV	"[""GV""]"	nGNXbFhN2J	2026-05-04 16:00:00	Visionary Holdings Inc. Announces Receipt of Nasdaq Delisting Determination Letter Related to Delinquent Listing Fees	Globe Newswire	3.96	0.1238	0.2103	0.6659	-0.0865	negative	0.5402298850574713	NO:sentiment_score	NASDAQ	0.23	15.0					0.0607	0.0432	0.0231	0.0231	0.039	0.0607
FBLG	"[""FBLG""]"	nGNXbWKDbh	2026-05-04 16:01:00	FibroBiologics Reports Preclinical Data Showing Fibroblast Spheroids May Actively Reprogram the Burn Wound Environment to Drive Healing and Reduce Scarring	Globe Newswire	2.93	0.7638	0.0479	0.1882	0.7159	positive	0.1481481481481481	YES	NASDAQ	1.7	23.19					0.2527	0.4065	0.2023	0.5852	0.4719	0.4533
CPSH	"[""CPSH""]"	nGNXV3HdP	2026-05-04 16:01:00	CPS Technologies Announces First Quarter 2026 Financial Results	Globe Newswire	14.65	0.1171	0.0803	0.8026	0.0368	neutral	1.4666666666666666	NO:sentiment_score	NASDAQ	5.38	13.26					0.5533	0.4817	0.2796	0.2796	0.4534	0.5533
SENS	"[""SENS""]"	nGNX7c9yHW	2026-05-04 16:01:00	Senseonics Announces Closing of $92 Million Public Offering and Full Exercise of Underwriters’ Option to Purchase Additional Shares 	Globe Newswire	39.99	0.2343	0.0196	0.7461	0.2147	positive		NO:Trades/sec	NASDAQ	5.29	2.92					0.1003	0.0871	0.073	0.0972	0.0647	0.102
PRTH	"[""PRTH""]"	nBw6r2fRJa	2026-05-04 16:05:00	Priority Technology Holdings, Inc. To Announce First Quarter 2026 Financial Results on May 11, 2026	Business Wire	28.85	0.101	0.0613	0.8377	0.0398	neutral	0.1020408163265306	NO:sentiment_score	NASDAQ	5.42	1.69					0.0	0.0161	0.0171	0.0181	0.0202	0.0
KYNB	"[""KYNB""]"	nGNXb0XtlM	2026-05-04 16:05:00	Kyntra Bio to Report First Quarter 2026 Financial Results	Globe Newswire	3.75	0.1458	0.1149	0.7393	0.0309	neutral	0.0793650793650793	NO:sentiment_score	NASDAQ	7.31	3.1					0.1112	0.1118	0.1112	0.1112	0.1099	0.1118
OLOX	"[""OLOX""]"	nACS8VlR6a	2026-05-04 16:05:00	Olenox Industries Announces Strategic Reorganization of Subsidiary SG Echo LLC to Strengthen Long-Term Growth	ACCESSWIRE	7.44	0.8238	0.0213	0.1549	0.8025	positive	0.0634920634920634	YES	NASDAQ	7.49	22.39					-0.149	-0.0531	-0.0179	-0.0133	-0.0456	-0.149
GAIA	"[""GAIA""]"	nGNX4x90gW	2026-05-04 16:05:00	Gaia Reports First Quarter 2026 Financial Results	Globe Newswire	17.79	0.0845	0.0982	0.8173	-0.0136	neutral	0.0695364238410596	NO:sentiment_score	NASDAQ	3.28	3.8					-0.0013	0.0093	0.0159	0.0233	0.0012	-0.0013
SPRU	"[""SPRU""]"	nBw22zK4la	2026-05-04 16:05:00	Spruce Power to Release First Quarter 2026 Results and Host Conference Call on May 13	Business Wire	12.46	0.0847	0.0329	0.8823	0.0518	positive		NO:sentiment_score,Trades/sec	NYSE	3.41	2.71					0.1886	0.2125	0.1886	0.1886	0.1569	0.2125
MYO	"[""MYO""]"	nBwbn0VFqa	2026-05-04 16:05:00	Myomo Announces Availability of MyoPro at Ottobock Care Clinics in the U.S.	Business Wire	35.41	0.4455	0.0166	0.5379	0.4289	positive		NO:Trades/sec	NYSE American	0.92	0.0										
SHIM	"[""SHIM""]"	nGNX2D1Cgh	2026-05-04 16:05:00	Shimmick Corporation to Announce First Quarter 2026 Financial Results on May 14, 2026	Globe Newswire	5.27	0.0838	0.0407	0.8754	0.0431	neutral		NO:sentiment_score,Trades/sec	NASDAQ	5.75	6.68					0.3234	0.4512	0.3234	0.4005	0.2606	0.4512
EOLS	"[""EOLS""]"	nBw5Shkp1a	2026-05-04 16:05:01	Evolus Reports First Quarter 2026 Financial Results; Company Delivers Second Consecutive Quarter of Positive Adjusted EBITDA and Reaffirms Full-Year Outlook	Business Wire	47.85	0.9261	0.0282	0.0456	0.8979	positive		NO:Trades/sec	NASDAQ	6.04	13.11					0.3158	0.3157	0.3158	0.3158	0.3154	0.3157
SVCO	"[""SVCO""]"	nGNX5p00G1	2026-05-04 16:05:00	Silvaco Announces Participation at Upcoming Investor Conferences	Globe Newswire	11.33	0.2033	0.0573	0.7394	0.146	positive		NO:sentiment_score,Trades/sec	NASDAQ	11.94	0.59					-0.0572	-0.1411	-0.0083	0.1182	0.0346	-0.1905
BARK	"[""BARK""]"	nBw6tKdwHa	2026-05-04 16:05:01	BARK Announces Appointment of James Gagne to Board of Directors	Business Wire	4.78	0.1155	0.0708	0.8138	0.0447	neutral		NO:sentiment_score,Trades/sec	NYSE	9.65	-2.53					0.0635	0.0635	0.0635	0.0635	0.0635	0.0635
UEIC	"[""UEIC""]"	nBw4X6WrYa	2026-05-04 16:05:01	Universal Electronics Inc. to Host First Quarter 2026 Financial Results Conference Call on May 11th	Business Wire	10.23	0.0695	0.0212	0.9093	0.0483	neutral		NO:sentiment_score,Trades/sec	NASDAQ	4.51	7.38					0.2793	0.2437	0.1997	0.1997	0.1801	0.2787
PXLW	"[""PXLW""]"	nPn64YgtMa	2026-05-04 16:05:02	TrueCut Motion Receives Endorsement from Vue, Elevating the Cinematic Standard	PR Newswire	5.88	0.7795	0.0103	0.2102	0.7692	positive		NO:Trades/sec	NASDAQ	5.83	0.34					0.4887	0.5683	0.3561	0.6792	0.5242	0.6078
DXF	"[""DXF""]"	nPn7V7XcDa	2026-05-04 16:05:02	Eason Technology Limited Filed Annual Report on Form 20-F for Fiscal Year 2025	PR Newswire	2.9013	0.0549	0.0455	0.8996	0.0094	neutral		NO:sentiment_score,Trades/sec	NYSE American	0.54	17.39					0.0	0.044	0.0439	0.0439	0.0438	0.0
JRVR	"[""JRVR""]"	nGNX4GjQMg	2026-05-04 16:05:02	James River Announces First Quarter 2026 Results	Globe Newswire	35.76	0.1471	0.0911	0.7618	0.0559	positive		NO:sentiment_score,Trades/sec	NASDAQ	6.3	1.78					-0.124	-0.2026	-0.0489	0.0394	-0.0081	-0.2765
CYRX	"[""CYRX""]"	nPnc8fn90a	2026-05-04 16:05:02	Cryoport Reports First Quarter 2026 Financial Results	PR Newswire	47.54	0.0846	0.0669	0.8485	0.0177	neutral		NO:sentiment_score,Trades/sec	NASDAQ	10.97	5.99					0.4025	0.4697	0.2415	0.8525	0.4092	0.5372
NSPR	"[""NSPR""]"	nGNX5Zd22l	2026-05-04 16:05:03	InspireMD Reports First Quarter 2026 Financial Results	Globe Newswire	34.44	0.1154	0.1136	0.7711	0.0018	neutral		NO:sentiment_score,Trades/sec	NASDAQ	1.22	7.96					0.3002	0.4685	0.2339	0.5398	0.3033	0.5027
MASK	"[""MASK""]"	nGNX1WJm9W	2026-05-04 16:10:00	3 E Network Technology Signs 1.3M Convertible Note Agreement with Institutional Investor	Globe Newswire	0.82	0.7913	0.0145	0.1942	0.7768	positive	0.0284167794316644	YES	NASDAQ	2.49	93.02					0.0	0.0225	0.0225	0.0225	0.0225	0.0
CWD	"[""CWD""]"	nGNX5Xv3c4	2026-05-04 16:15:00	Caliber Sets Date for First Quarter 2026 Earnings Announcement & Investor Conference Call	Globe Newswire	6.5	0.0853	0.0848	0.8299	0.0005	neutral	0.0985915492957746	NO:sentiment_score	NASDAQ	1.12	4.67					0.1406	0.1404	0.1406	0.1406	0.1402	0.1404
GRO	"[""GRO""]"	nGNX4RQQl4	2026-05-04 16:15:00	Brazil Potash Announces Closing of $63.3 Million Public Offering of Common Shares and Pre-Funded Warrants, Including Full Exercise of Underwriters’ Option to Purchase Additional Shares	Globe Newswire	40.11	0.2458	0.0215	0.7327	0.2243	positive	0.9545454545454546	YES	NYSE American	2.85	0.35					0.6568	0.5207	0.2599	0.4685	0.1813	0.6613
RAIL	"[""RAIL""]"	nGNX7Jm4KC	2026-05-04 16:15:00	FreightCar America, Inc. Reports First Quarter 2026 Results	Globe Newswire	12.57	0.058	0.0802	0.8618	-0.0223	neutral	0.0429752066115702	NO:sentiment_score	NASDAQ	8.46	1.93					0.474	0.5304	0.1813	0.8434	0.4117	0.6981
GEG	"[""GECC"", ""GEG""]"	nGNX56Frq1	2026-05-04 16:15:00	Great Elm Capital Corp. Announces First Quarter 2026 Financial Results	Globe Newswire	22.82	0.0944	0.1229	0.7827	-0.0285	neutral		NO:sentiment_score,Trades/sec	NASDAQ	2.06	0.49					0.2833	0.45	0.1538	0.3753	0.0884	0.5461
GECC	"[""GECC"", ""GEG""]"	nGNX56Frq1	2026-05-04 16:15:00	Great Elm Capital Corp. Announces First Quarter 2026 Financial Results	Globe Newswire	8.07	0.0944	0.1229	0.7827	-0.0285	neutral		NO:sentiment_score,Trades/sec	NASDAQ	5.7	2.52					0.2833	0.45	0.1538	0.3753	0.0884	0.5461
AEYE	"[""AEYE""]"	nPn2XZqmha	2026-05-04 16:30:00	AudioEye Announces Leadership Evolution: David Moradi Assumes the Role of Executive Chairman and Chief Product Officer, and Kelly Georgevich Becomes Chief Executive Officer	PR Newswire	7.83	0.0501	0.0272	0.9227	0.0229	neutral	0.0479338842975206	NO:sentiment_score	NASDAQ	8.07	5.63					0.2772	0.3366	0.1958	0.8691	0.1909	0.3619
CVRX	"[""CVRX""]"	nGNXbfx8k9	2026-05-04 16:30:00	CVRx Announces First Patient Enrollment in BENEFIT-HF, a Landmark Heart Failure Trial Evaluating Barostim in Significantly Expanded Population	Globe Newswire	14.54	0.6812	0.0177	0.3011	0.6635	positive	0.0327868852459016	YES	NASDAQ	8.15	6.54					0.3682	0.3682	0.3682	0.3682	0.3682	0.3682
BKKT	"[""BKKT""]"	nGNX9tqNQb	2026-05-04 16:30:00	Bakkt Schedules Conference Call to Discuss First Quarter 2026 Results	Globe Newswire	20.7	0.1216	0.041	0.8375	0.0806	positive	0.0207468879668049	NO:sentiment_score	NYSE	9.23	9.23										
AGEN	"[""AGEN""]"	nBw48CGrpa	2026-05-04 16:30:00	Agenus to Provide First Quarter 2026 Financial Report and Corporate Update 	Business Wire	34.54	0.0559	0.0368	0.9073	0.0191	neutral	0.0491803278688524	NO:sentiment_score	NASDAQ	4.07	4.36					0.32	0.2928	0.2078	0.32	0.1689	0.3507
TOP	"[""TOP""]"	nGNX8vl97M	2026-05-04 16:30:00	TOP Financial Group Limited Announces Receipt of Nasdaq Notification Regarding Minimum Bid Price Deficiency	Globe Newswire	5.18	0.2335	0.0549	0.7116	0.1786	positive		NO:sentiment_score,Trades/sec	NASDAQ	0.8	2.56					-0.0103	0.0085	0.0243	0.0243	0.0127	-0.0103
ELWT	"[""ELWT""]"	nPn386pVpa	2026-05-04 16:49:00	Rosen Law Firm Encourages Elauwit Connection, Inc. Investors to Inquire About Securities Class Action Investigation - ELWT	PR Newswire	2.24	0.1041	0.0268	0.8691	0.0773	positive	0.5882352941176471	NO:sentiment_score	NASDAQ	7.4	5.11					-0.0156	-0.0022	0.0105	0.0105	0.0118	-0.0156
WTO	"[""WTO""]"	nGNX4lCw0x	2026-05-04 17:00:00	Univest Securities, LLC Announces Closing of $1.2 Million Registered Direct Offering for its Client UTime Limited (NASDAQ: WTO)	Globe Newswire	1.69	0.3249	0.1034	0.5717	0.2215	positive	0.0107469102632993	YES	NASDAQ	1.97	23.12					0.4093	0.3409	0.2511	0.2511	0.3242	0.4093
SEV	"[""SEV""]"	nGNX9MDLw	2026-05-04 17:00:00	Aptera Motors to Present at the Emerging Growth Conference on May 6, 2026	Globe Newswire	18.0	0.0936	0.0142	0.8921	0.0794	positive		NO:sentiment_score,Trades/sec	NASDAQ	2.88	5.11					0.1744	0.127	0.0796	0.1744	0.1075	0.1866
SITC	"[""SITC""]"	nBwbkP0Kpa	2026-05-04 17:02:00	SITE Centers Announces Sale of Meadowmont Crossing	Business Wire	49.81	0.1133	0.0903	0.7964	0.023	neutral	0.0069060773480662	NO:sentiment_score	NYSE	5.6	0.72					0.0	0.0179	0.0187	0.0187	0.0195	0.0
PANL	"[""PANL""]"	nPn8GsM8La	2026-05-04 17:09:05	PANGAEA LOGISTICS SOLUTIONS ANNOUNCES FIRST QUARTER 2026 CONFERENCE CALL DATE	PR Newswire	34.9	0.056	0.0602	0.8838	-0.0042	neutral	0.0363036303630363	NO:sentiment_score	NASDAQ	7.72	0.0					0.0792	0.0699	0.0656	0.0656	0.0706	0.0792
JDZG	"[""JDZG""]"	nGNX519WJY	2026-05-04 17:10:00	JIADE LIMITED Announces Pricing of up to $12.0 Million Registered Direct Offering	Globe Newswire	1.32	0.4664	0.0157	0.5179	0.4507	positive	0.0146692499308054	YES	NASDAQ	1.24	4.2					0.6971	0.5342	0.2589	0.2589	0.4879	0.6971
TLSI	"[""TLSI""]"	nBw3bhfpwa	2026-05-04 17:24:00	TriSalus Life Sciences Announces Launch of PREDICTT Clinical Trial Evaluating Pressure-Enabled Drug Delivery in Liver Tumors	Business Wire	41.51	0.4632	0.0162	0.5206	0.4469	positive	0.0344262295081967	YES	NASDAQ	4.55	3.64										
GEMI	"[""GEMI""]"	nACSkb8bVa	2026-05-04 18:00:00	Class Action Filing Pursued by Pomerantz LLP Concerning Gemini Space Station, Inc.  – GEMI	ACCESSWIRE	38.2	0.1208	0.0937	0.7855	0.0271	neutral	0.010851871947911	NO:sentiment_score	NASDAQ	5.0	5.26					-0.0384	-0.0579	-0.0055	0.809	0.0396	-0.0745
FCHL	"[""FCHL""]"	nACSdzw9xa	2026-05-04 18:00:02	Pomerantz LLP Highlights Legal Filing Against Fitness Champs Holdings Ltd.  – FCHL	ACCESSWIRE	0.35	0.1424	0.2096	0.648	-0.0672	negative	0.0256410256410256	NO:sentiment_score	NASDAQ	3.65	43.7					-0.236	-0.1403	-0.0569	-0.0764	-0.0924	-0.236
ATRA	"[""ATRA""]"	nACS4n8Wva	2026-05-04 18:00:04	Class Action Initiated by Pomerantz LLP Against Atara Biotherapeutics, Inc.  – ATRA	ACCESSWIRE	4.86	0.1646	0.09	0.7454	0.0746	positive		NO:sentiment_score,Trades/sec	NASDAQ	5.02	9.13					-0.1282	-0.2674	-0.0668	0.4855	-0.0085	-0.3081
YRD	"[""YRD""]"	nACS8Kr3Ha	2026-05-04 18:00:04	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Yiren Digital Ltd. - YRD	ACCESSWIRE	29.3007	0.1239	0.1018	0.7743	0.0221	neutral		NO:sentiment_score,Trades/sec	NYSE	2.07	1.97					-0.0038	0.0003	0.0012	0.001	-0.0051	-0.0038
SNFCA	"[""SNFCA""]"	nGNXb4FwGB	2026-05-04 18:03:35	Security National Financial Corporation Announces 2026 Q1 Earnings Call	Globe Newswire	16.96	0.156	0.0902	0.7538	0.0658	positive	0.0857142857142857	NO:sentiment_score	NASDAQ	9.95	0.71					0.1002	0.1031	0.1002	0.1002	0.1011	0.1031
AIRO	"[""AIRO""]"	nACSz0Knha	2026-05-04 18:15:00	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of AIRO Group Holdings, Inc. - AIRO	ACCESSWIRE	20.02	0.0947	0.139	0.7663	-0.0442	neutral	0.003501400560224	NO:sentiment_score	NASDAQ	7.59	1.34					-0.0568	-0.026	-0.0121	-0.0167	-0.0241	-0.0568
DERM	"[""DERM""]"	nACSzjg6qa	2026-05-04 19:00:00	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Journey Medical Corporation - DERM	ACCESSWIRE	13.52	0.0979	0.0961	0.806	0.0017	neutral	0.0424143556280587	NO:sentiment_score	NASDAQ	5.3	2.12					-0.0953	-0.0453	-0.0217	-0.0295	-0.0385	-0.0953
PHR	"[""PHR""]"	nACS7RCPCa	2026-05-04 19:15:00	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Phreesia, Inc. - PHR	ACCESSWIRE	46.13	0.1215	0.0652	0.8133	0.0562	positive	0.0030922142462727	NO:sentiment_score	NYSE	9.93	2.69					-0.4612	-0.5736	-0.2623	-0.2989	-0.2467	-0.6434
BYRN	"[""BYRN""]"	nACSdpXRMa	2026-05-04 19:45:00	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Byrna Technologies Inc. - BYRN	ACCESSWIRE	17.76	0.0992	0.0909	0.8099	0.0083	neutral	0.0063559322033898	NO:sentiment_score	NASDAQ	5.91	1.72					-0.0518	-0.0598	-0.0245	-0.0518	-0.0334	-0.0835
III	"[""III""]"	nBw6yBPwKa	2026-05-04 20:00:00	ISG Australia is Recognized by Great Place To Work Institute	Business Wire	33.28	0.5263	0.0169	0.4568	0.5095	positive	0.0015543638765835	YES	NASDAQ	4.17	1.21					0.6262	0.6599	0.434	0.434	0.5558	0.7002
ATRA	"[""ATRA""]"	nNFC7Q5W0b	2026-05-04 20:05:18	ROSEN, A RANKED AND LEADING LAW FIRM, Encourages Atara Biotherapeutics, Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action - ATRA	Newsfile Corp	4.86	0.3013	0.036	0.6626	0.2653	positive	0.0021542438604049	YES	NASDAQ	4.88	0.0					0.0863	0.0863	0.0863	0.0863	0.0863	0.0863
